Product-ID,Base-Name,Price,Price Percentage Change 24h,Volume 24h,Base Currency ID,Quote Currency ID
A8-USD,Ancient8,0.1618,25.62111801242236,22264570.8,A8,USD
A8-USDC,Ancient8,0.1618,25.62111801242236,22264570.8,A8,USDC
TRB-USDC,Tellor,55.15,13.17463574799918,416571.53,TRB,USDC
TRB-USD,Tellor,55.15,13.17463574799918,416571.53,TRB,USD
EIGEN-USD,EigenLayer,1.706,12.9053606882859,1382881.11,EIGEN,USD
EIGEN-USDC,EigenLayer,1.706,12.9053606882859,1382881.11,EIGEN,USDC
FIS-USD,StaFi,0.1784,12.34256926952141,5513556.7,FIS,USD
FIS-USDC,StaFi,0.1784,12.34256926952141,5513556.7,FIS,USDC
LDO-USD,Lido DAO Token,0.974,8.70535714285714,3398993.81,LDO,USD
LDO-USDC,Lido DAO Token,0.974,8.70535714285714,3398993.81,LDO,USDC
LCX-USD,LCX,0.1465,8.03834808259587,6271948.1,LCX,USD
LCX-USDC,LCX,0.1465,8.03834808259587,6271948.1,LCX,USDC
MASK-GBP,Mask Network,1.745,7.71604938271605,35881.04,MASK,GBP
DEXT-USDC,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USDC
DEXT-USD,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USD
MASK-USD,Mask Network,2.34,7.3394495412844,2007288.03,MASK,USD
MASK-USDC,Mask Network,2.34,7.3394495412844,2007288.03,MASK,USDC
UNI-BTC,Uniswap,0.0000663,7.28155339805825,18318.634105,UNI,BTC
MASK-EUR,Mask Network,2.08,7.21649484536082,55364.17,MASK,EUR
ENS-EUR,Ethereum Name Service,21.77,6.97788697788698,2804.575,ENS,EUR
ENS-USDC,Ethereum Name Service,24.58,6.96257615317668,181090.516,ENS,USDC
ENS-USD,Ethereum Name Service,24.58,6.96257615317668,181090.516,ENS,USD
DRIFT-USDC,Drift Protocol,0.723,6.95266272189349,2215034.73,DRIFT,USDC
DRIFT-USD,Drift Protocol,0.723,6.95266272189349,2215034.73,DRIFT,USD
UNI-EUR,Uniswap,6.35,6.9023569023569,247188.742,UNI,EUR
MASK-USDT,Mask Network,2.34,6.84931506849315,19683.17,MASK,USDT
ARB-USDC,Arbitrum,0.427,6.45724258289703,21416807.84,ARB,USDC
ARB-USD,Arbitrum,0.427,6.45724258289703,21416807.84,ARB,USD
UNI-GBP,Uniswap,5.31,6.41282565130261,51845.085,UNI,GBP
MKR-BTC,Maker,0.01617,6.31163708086785,3.483274,MKR,BTC
UNI-USD,Uniswap,7.155,6.28342245989305,4685829.746747,UNI,USD
UNI-USDC,Uniswap,7.155,6.28342245989305,4685829.746747,UNI,USDC
ETHFI-USDC,ether.fi,1.471,6.20938628158845,1292774.5,ETHFI,USDC
ETHFI-USD,ether.fi,1.471,6.20938628158845,1292774.5,ETHFI,USD
ENS-USDT,Ethereum Name Service,24.4,5.90277777777778,2040.677,ENS,USDT
RONIN-USDC,Ronin,0.71,5.81222056631893,340037.02,RONIN,USDC
RONIN-USD,Ronin,0.71,5.81222056631893,340037.02,RONIN,USD
MKR-USDC,Maker,1750.68,5.55612500226104,1176.816713,MKR,USDC
MKR-USD,Maker,1750.68,5.55612500226104,1176.816713,MKR,USD
PEPE-USDC,Pepe,0.0000145,5.45454545454545,2935153762683.0,PEPE,USDC
PEPE-USD,Pepe,0.0000145,5.45454545454545,2935153762683.0,PEPE,USD
DIMO-USDC,DIMO,0.06921,5.03870086507816,3478642.5,DIMO,USDC
DIMO-USD,DIMO,0.06921,5.03870086507816,3478642.5,DIMO,USD
APE-USDC,ApeCoin,0.726,4.61095100864553,1116720.84,APE,USDC
APE-USD,ApeCoin,0.726,4.61095100864553,1116720.84,APE,USD
ETH-BTC,Ethereum,0.02530691,4.57400826446281,3693.96118987,ETH,BTC
GODS-USDC,Gods Unchained,0.1661,4.55089066532385,5343982.35,GODS,USDC
GODS-USD,Gods Unchained,0.1661,4.55089066532385,5343982.35,GODS,USD
NEAR-USD,NEAR Protocol,2.948,4.42791356712717,1726716.143,NEAR,USD
NEAR-USDC,NEAR Protocol,2.948,4.42791356712717,1726716.143,NEAR,USDC
APE-EUR,ApeCoin,0.641,4.39739413680782,181467.99,APE,EUR
OP-USD,Optimism,0.787,4.23841059602649,5281939.75,OP,USD
OP-USDC,Optimism,0.787,4.23841059602649,5281939.75,OP,USDC
APE-USDT,ApeCoin,0.724,4.1726618705036,581115.22,APE,USDT
OP-USDT,Optimism,0.79,4.08432147562582,152311.1,OP,USDT
ETH-EUR,Ethereum,2422.82,4.06006124666601,7710.61540464,ETH,EUR
METIS-USDC,Metis,20.54,4.0,26761.774,METIS,USDC
METIS-USD,Metis,20.54,4.0,26761.774,METIS,USD
BNT-USDC,Bancor Network Token,0.7378,3.97406989853439,32137.802113,BNT,USDC
BNT-USD,Bancor Network Token,0.7378,3.97406989853439,32137.802113,BNT,USD
ETH-GBP,Ethereum,2029.99,3.89479448689537,5527.47708012,ETH,GBP
INV-USDC,Inverse Finance,28.69,3.76130198915009,2030.4171,INV,USDC
INV-USD,Inverse Finance,28.69,3.76130198915009,2030.4171,INV,USD
ETH-USDC,Ethereum,2733.06,3.6958625007114,160539.13866605,ETH,USDC
ETH-USD,Ethereum,2733.06,3.6958625007114,160539.13866605,ETH,USD
ETH-USDT,Ethereum,2731,3.65270461066663,11991.54441052,ETH,USDT
ETH-DAI,Ethereum,2732.09,3.64647549099572,604.9532,ETH,DAI
CBETH-USDC,Coinbase Wrapped Staked ETH,3003.88,3.64175231943913,856.84858,CBETH,USDC
CBETH-USD,Coinbase Wrapped Staked ETH,3003.88,3.64175231943913,856.84858,CBETH,USD
CRV-GBP,Curve DAO Token,0.5829,3.62666666666667,38352.6,CRV,GBP
XTZ-EUR,Tezos,0.58,3.57142857142857,6274.87,XTZ,EUR
PERP-USD,Perpetual Protocol,0.2859,3.54943860919957,1862706.891,PERP,USD
PERP-USDC,Perpetual Protocol,0.2859,3.54943860919957,1862706.891,PERP,USDC
