Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
TRB-USD,Tellor,49.63,30.43363994743758,TRB,USD
TRB-USDC,Tellor,49.63,30.43363994743758,TRB,USDC
MASK-GBP,Mask Network,1.581,19.23076923076923,MASK,GBP
MASK-USDT,Mask Network,2.13,18.99441340782123,MASK,USDT
MASK-USDC,Mask Network,2.14,18.88888888888889,MASK,USDC
MASK-USD,Mask Network,2.14,18.88888888888889,MASK,USD
MASK-EUR,Mask Network,1.87,18.35443037974684,MASK,EUR
ETHFI-USD,ether.fi,1.418,15.00405515004055,ETHFI,USD
ETHFI-USDC,ether.fi,1.418,15.00405515004055,ETHFI,USDC
KAITO-USDC,Kaito,2.3046,12.22790357925493,KAITO,USDC
KAITO-USD,Kaito,2.3046,12.22790357925493,KAITO,USD
PRCL-USD,Parcl,0.1196,11.98501872659176,PRCL,USD
PRCL-USDC,Parcl,0.1196,11.98501872659176,PRCL,USDC
SAFE-USDC,Safe,0.6228,11.73304628632939,SAFE,USDC
SAFE-USD,Safe,0.6228,11.73304628632939,SAFE,USD
COW-USDC,CoW Protocol,0.4513,11.48715415019763,COW,USDC
COW-USD,CoW Protocol,0.4513,11.48715415019763,COW,USD
QNT-USDT,Quant,116.39,9.41994923380652,QNT,USDT
DRIFT-USDC,Drift Protocol,0.683,9.28,DRIFT,USDC
DRIFT-USD,Drift Protocol,0.683,9.28,DRIFT,USD
ELA-USD,Elastos,1.591,9.27197802197802,ELA,USD
ELA-USDC,Elastos,1.591,9.27197802197802,ELA,USDC
QNT-USD,Quant,116.13,9.15499577027916,QNT,USD
QNT-USDC,Quant,116.13,9.15499577027916,QNT,USDC
SWELL-USDC,SWELL,0.01118,8.86075949367089,SWELL,USDC
SWELL-USD,SWELL,0.01118,8.86075949367089,SWELL,USD
B3-USDC,B3 (Base),0.004907,8.32229580573951,B3,USDC
B3-USD,B3 (Base),0.004907,8.32229580573951,B3,USD
BICO-USD,BICONOMY (BICO),0.1213,8.20695807314897,BICO,USD
BICO-USDC,BICONOMY (BICO),0.1213,8.20695807314897,BICO,USDC
CLANKER-USD,tokenbot,33.15,7.83994795055303,CLANKER,USD
CLANKER-USDC,tokenbot,33.15,7.83994795055303,CLANKER,USDC
SUI-USD,SUI,3.7087,7.10737596026108,SUI,USD
SUI-USDC,SUI,3.7087,7.10737596026108,SUI,USDC
ORCA-USD,Orca,2.9973,6.22319878087678,ORCA,USD
