Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
ZORA-USD,Zora,0.01128,12.91291291291291,ZORA,USD
ZORA-USDC,Zora,0.01128,12.91291291291291,ZORA,USDC
QNT-USDT,Quant,106,12.21681134871903,QNT,USDT
MASK-USDT,Mask Network,1.87,11.97604790419162,MASK,USDT
QNT-USD,Quant,106.06,11.94849060586869,QNT,USD
QNT-USDC,Quant,106.06,11.94849060586869,QNT,USDC
MASK-EUR,Mask Network,1.63,11.64383561643836,MASK,EUR
MASK-USD,Mask Network,1.86,11.37724550898204,MASK,USD
MASK-USDC,Mask Network,1.86,11.37724550898204,MASK,USDC
MASK-GBP,Mask Network,1.369,10.76051779935275,MASK,GBP
PNG-USDC,Pangolin,0.195,9.85915492957746,PNG,USDC
PNG-USD,Pangolin,0.195,9.85915492957746,PNG,USD
OCEAN-USD,Ocean Protocol,0.3952,8.5118066996156,OCEAN,USD
OCEAN-USDC,Ocean Protocol,0.3952,8.5118066996156,OCEAN,USDC
ALEPH-USDC,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USDC
ALEPH-USD,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USD
TOSHI-USD,Toshi,0.0007238,8.02985074626866,TOSHI,USD
TOSHI-USDC,Toshi,0.0007238,8.02985074626866,TOSHI,USDC
ATH-USD,Aethir,0.05321,7.53839935327405,ATH,USD
ATH-USDC,Aethir,0.05321,7.53839935327405,ATH,USDC
KAITO-USD,Kaito,2.0353,6.81746614884014,KAITO,USD
KAITO-USDC,Kaito,2.0353,6.81746614884014,KAITO,USDC
UNI-GBP,Uniswap,4.77,5.53097345132743,UNI,GBP
TRAC-USDC,OriginTrail,0.4804,5.28161297392067,TRAC,USDC
TRAC-USD,OriginTrail,0.4804,5.28161297392067,TRAC,USD
SYN-USD,Synapse,0.231,5.0,SYN,USD
SYN-USDC,Synapse,0.231,5.0,SYN,USDC
INV-USDC,Inverse Finance,28.79,4.9198250728863,INV,USDC
INV-USD,Inverse Finance,28.79,4.9198250728863,INV,USD
UNI-USDC,Uniswap,6.458,4.8717115946736,UNI,USDC
UNI-USD,Uniswap,6.458,4.8717115946736,UNI,USD
UNI-EUR,Uniswap,5.67,4.80591497227357,UNI,EUR
DOGINME-USD,doginme,0.0007856,4.45419492088818,DOGINME,USD
DOGINME-USDC,doginme,0.0007856,4.45419492088818,DOGINME,USDC
TRB-USDC,Tellor,33.09,4.41779741243294,TRB,USDC
TRB-USD,Tellor,33.09,4.41779741243294,TRB,USD
SAFE-USDC,Safe,0.5666,4.09700532794415,SAFE,USDC
SAFE-USD,Safe,0.5666,4.09700532794415,SAFE,USD
UNI-BTC,Uniswap,0.0000591,4.04929577464789,UNI,BTC
WCFG-USDC,Wrapped Centrifuge,0.238,3.93013100436681,WCFG,USDC
WCFG-USD,Wrapped Centrifuge,0.238,3.93013100436681,WCFG,USD
CLANKER-USDC,tokenbot,31.44,3.38704373561329,CLANKER,USDC
CLANKER-USD,tokenbot,31.44,3.38704373561329,CLANKER,USD
BADGER-USDC,Badger DAO,1.23,3.36134453781513,BADGER,USDC
BADGER-USD,Badger DAO,1.23,3.36134453781513,BADGER,USD
FET-USDT,Artificial Superintelligence Alliance,0.8685,3.23309164388446,FET,USDT
ROSE-USDT,Oasis Network,0.0331,3.11526479750779,ROSE,USDT
FET-USD,Artificial Superintelligence Alliance,0.8676,3.10160427807487,FET,USD
FET-USDC,Artificial Superintelligence Alliance,0.8676,3.10160427807487,FET,USDC
L3-USD,Layer3,0.05118,3.04006442520636,L3,USD
L3-USDC,Layer3,0.05118,3.04006442520636,L3,USDC
PRIME-USD,Echelon Prime,3.4,2.99909118448955,PRIME,USD
PRIME-USDC,Echelon Prime,3.4,2.99909118448955,PRIME,USDC
KARRAT-USD,Karrat,0.0623,2.97520661157025,KARRAT,USD
KARRAT-USDC,Karrat,0.0623,2.97520661157025,KARRAT,USDC
AST-USD,AirSwap,0.045,2.97482837528604,AST,USD
AST-USDC,AirSwap,0.045,2.97482837528604,AST,USDC
INJ-USDC,Injective,13.462,2.86543898525254,INJ,USDC
INJ-USD,Injective,13.462,2.86543898525254,INJ,USD
WELL-USD,Moonwell,0.032898,2.78376605117631,WELL,USD
WELL-USDC,Moonwell,0.032898,2.78376605117631,WELL,USDC
EOS-EUR,EOS,0.6834,2.72057718322561,EOS,EUR
AURORA-USD,Aurora,0.092,2.67857142857143,AURORA,USD
AURORA-USDC,Aurora,0.092,2.67857142857143,AURORA,USDC
HONEY-USD,Hivemapper,0.0276,2.60223048327138,HONEY,USD
HONEY-USDC,Hivemapper,0.0276,2.60223048327138,HONEY,USDC
KEYCAT-USD,Keyboard Cat,0.005654,2.53899165759884,KEYCAT,USD
KEYCAT-USDC,Keyboard Cat,0.005654,2.53899165759884,KEYCAT,USDC
ROSE-USD,Oasis Network,0.03314,2.41038318912237,ROSE,USD
ROSE-USDC,Oasis Network,0.03314,2.41038318912237,ROSE,USDC
HFT-USDC,Hashflow,0.0725,2.40112994350282,HFT,USDC
HFT-USD,Hashflow,0.0725,2.40112994350282,HFT,USD
MATH-USD,MATH,0.1334,2.37912509593246,MATH,USD
MATH-USDC,MATH,0.1334,2.37912509593246,MATH,USDC
OP-USDT,Optimism,0.758,2.15633423180593,OP,USDT
OP-USD,Optimism,0.759,2.15343203230148,OP,USD
OP-USDC,Optimism,0.759,2.15343203230148,OP,USDC
VELO-USDC,Velodrome Finance,0.0588,2.08333333333333,VELO,USDC
VELO-USD,Velodrome Finance,0.0588,2.08333333333333,VELO,USD
DNT-USD,district0x,0.0303,2.02020202020202,DNT,USD
DNT-USDC,district0x,0.0303,2.02020202020202,DNT,USDC
WIF-USD,dogwifhat,1.12,1.91082802547771,WIF,USD
WIF-USDC,dogwifhat,1.12,1.91082802547771,WIF,USDC
SD-USD,Stader,0.5434,1.79842637692019,SD,USD
SD-USDC,Stader,0.5434,1.79842637692019,SD,USDC
LCX-USDC,LCX,0.1363,1.64056674123788,LCX,USDC
LCX-USD,LCX,0.1363,1.64056674123788,LCX,USD
CVX-USDC,Convex Finance,3.191,1.62420382165605,CVX,USDC
CVX-USD,Convex Finance,3.191,1.62420382165605,CVX,USD
FAI-USDC,Freysa,0.01975,1.59465020576132,FAI,USDC
FAI-USD,Freysa,0.01975,1.59465020576132,FAI,USD
APE-USDT,ApeCoin,0.653,1.5552099533437,APE,USDT
BOBA-USDC,Boba Network,0.1006,1.51362260343088,BOBA,USDC
BOBA-USD,Boba Network,0.1006,1.51362260343088,BOBA,USD
SUPER-USDC,SuperVerse,0.80321,1.47305918766976,SUPER,USDC
SUPER-USD,SuperVerse,0.80321,1.47305918766976,SUPER,USD
SEAM-USD,Seamless,0.4755,1.47247119078105,SEAM,USD
SEAM-USDC,Seamless,0.4755,1.47247119078105,SEAM,USDC
OXT-USDC,Orchid,0.0625,1.46103896103896,OXT,USDC
OXT-USD,Orchid,0.0625,1.46103896103896,OXT,USD
INDEX-USD,Index Cooperative,1.4,1.44927536231884,INDEX,USD
INDEX-USDC,Index Cooperative,1.4,1.44927536231884,INDEX,USDC
RBN-USD,Ribbon Finance,0.14815,1.41703176341731,RBN,USD
RBN-USDC,Ribbon Finance,0.14815,1.41703176341731,RBN,USDC
EIGEN-USD,EigenLayer,1.44,1.40845070422535,EIGEN,USD
EIGEN-USDC,EigenLayer,1.44,1.40845070422535,EIGEN,USDC
STG-USD,Stargate Finance,0.195,1.35135135135135,STG,USD
STG-USDC,Stargate Finance,0.195,1.35135135135135,STG,USDC
1INCH-USDC,1inch,0.23,1.3215859030837,1INCH,USDC
1INCH-USD,1inch,0.23,1.3215859030837,1INCH,USD
APT-USDT,Aptos,5.3,1.14503816793893,APT,USDT
LDO-USDC,Lido DAO Token,0.884,1.1441647597254,LDO,USDC
LDO-USD,Lido DAO Token,0.884,1.1441647597254,LDO,USD
MLN-USD,Enzyme,8.22,1.1070110701107,MLN,USD
MLN-USDC,Enzyme,8.22,1.1070110701107,MLN,USDC
APE-USDC,ApeCoin,0.654,1.08191653786708,APE,USDC
APE-USD,ApeCoin,0.654,1.08191653786708,APE,USD
NEON-USD,Neon EVM,0.13693,1.03298162768391,NEON,USD
NEON-USDC,Neon EVM,0.13693,1.03298162768391,NEON,USDC
LRDS-USDC,Blocklords,0.17,1.01010101010101,LRDS,USDC
1INCH-EUR,1inch,0.2,1.01010101010101,1INCH,EUR
LRDS-USD,Blocklords,0.17,1.01010101010101,LRDS,USD
VOXEL-USDC,Voxies,0.072,0.98176718092567,VOXEL,USDC
VOXEL-USD,Voxies,0.072,0.98176718092567,VOXEL,USD
ACS-USD,Access,0.0013914,0.95044620184285,ACS,USD
