Product-ID,Base-Name,Price,Volume 24h
MOG-USD,Mog Coin,0.0000008,3770529755583.0
MOG-USDC,Mog Coin,0.0000008,3770529755583.0
PEPE-USDC,Pepe,0.00001069,3489032471821.0
PEPE-USD,Pepe,0.00001069,3489032471821.0
BONK-USDC,Bonk,0.00001441,924271976900.0
BONK-USD,Bonk,0.00001441,924271976900.0
SHIB-USD,SHIBA INU,0.00001205,366122518015.0
SHIB-USDC,SHIBA INU,0.00001205,366122518015.0
SHIB-EUR,SHIBA INU,0.00001054,55630813588.0
SHIB-GBP,SHIBA INU,0.00000888,20598499353.0
SHIB-USDT,SHIBA INU,0.0000121,17962028160.0
TOSHI-USD,Toshi,0.000492,11454758862.0
TOSHI-USDC,Toshi,0.000492,11454758862.0
FLOKI-USDC,FLOKI,0.0000755,8600689678.0
FLOKI-USD,FLOKI,0.0000755,8600689678.0
DOGINME-USD,doginme,0.0005585,1952241002.0
DOGINME-USDC,doginme,0.0005585,1952241002.0
DEGEN-USD,Degen,0.004038,915655338.0
DEGEN-USDC,Degen,0.004038,915655338.0
MOBILE-USD,Helium Mobile,0.000351,901445540.0
MOBILE-USDC,Helium Mobile,0.000351,901445540.0
B3-USD,B3 (Base),0.002812,742643460.0
B3-USDC,B3 (Base),0.002812,742643460.0
SPELL-USD,Spell Token,0.0005018,644240189.0
SPELL-USDC,Spell Token,0.0005018,644240189.0
AMP-USDC,Amp,0.00383,542530517.0
AMP-USD,Amp,0.00383,542530517.0
TURBO-USD,Turbo,0.003741,405045480.0
TURBO-USDC,Turbo,0.003741,405045480.0
XCN-USD,Onyxcoin,0.01453,375547945.4
XCN-USDC,Onyxcoin,0.01453,375547945.4
PENGU-USD,Pudgy Penguins,0.00925,300611759.0
PENGU-USDC,Pudgy Penguins,0.00925,300611759.0
JASMY-USDC,Jasmy,0.01336,298815191.0
JASMY-USD,Jasmy,0.01336,298815191.0
DOGE-USD,Dogecoin,0.1708,273771703.5
DOGE-USDC,Dogecoin,0.1708,273771703.5
VTHO-USD,VeThor Token,0.002008,262111427.0
VTHO-USDC,VeThor Token,0.002008,262111427.0
ZORA-USD,Zora,0.0105,189289906.0
ZORA-USDC,Zora,0.0105,189289906.0
ACS-USD,Access,0.0012048,167173863.0
ACS-USDC,Access,0.0012048,167173863.0
VET-USDC,vechain,0.02264,113563262.0
VET-USD,vechain,0.02264,113563262.0
GIGA-USDC,Gigachad,0.02015,102273455.8
GIGA-USD,Gigachad,0.02015,102273455.8
MOODENG-USD,Moo Deng,0.1828,97163335.58
MOODENG-USDC,Moo Deng,0.1828,97163335.58
ASM-USD,Assemble AI,0.02108,94714102.0
ASM-USDC,Assemble AI,0.02108,94714102.0
HBAR-USD,Hedera,0.15946,93666480.8
HBAR-USDC,Hedera,0.15946,93666480.8
KEYCAT-USDC,Keyboard Cat,0.004049,85528281.0
KEYCAT-USD,Keyboard Cat,0.004049,85528281.0
XRP-USDC,XRP,2.0919,82525259.762841
XRP-USD,XRP,2.0919,82525259.762841
SPA-USD,Sperax,0.014596,79731323.0
SPA-USDC,Sperax,0.014596,79731323.0
SWFTC-USD,SwftCoin,0.011784,72865902.0
SWFTC-USDC,SwftCoin,0.011784,72865902.0
MDT-USDC,Measurable Data Token,0.02108,70787788.0
MDT-USD,Measurable Data Token,0.02108,70787788.0
RSR-USD,Reserve Rights,0.006425,68434558.0
RSR-USDC,Reserve Rights,0.006425,68434558.0
FLR-USDC,Flare,0.01751,67629972.0
FLR-USD,Flare,0.01751,67629972.0
XLM-USDC,Stellar Lumens,0.255366,65562559.60303234
XLM-USD,Stellar Lumens,0.255366,65562559.60303234
AERGO-USDC,Aergo,0.1217,59166851.3
AERGO-USD,Aergo,0.1217,59166851.3
ACH-USD,Alchemy Pay,0.019712,56009042.1
ACH-USDC,Alchemy Pay,0.019712,56009042.1
ADA-USDC,Cardano,0.6257,48949963.38119647
ADA-USD,Cardano,0.6257,48949963.38119647
USDT-USD,Tether,1.00033,46615616.69
GST-USDC,Green Satoshi Token,0.007091,46530012.59
GST-USD,Green Satoshi Token,0.007091,46530012.59
XYO-USD,XYO,0.01013,42948613.3
XYO-USDC,XYO,0.01013,42948613.3
AST-USD,AirSwap,0.0422,38757598.3
AST-USDC,AirSwap,0.0422,38757598.3
BLAST-USDC,Blast,0.00262,31747045.0
BLAST-USD,Blast,0.00262,31747045.0
SKL-USD,SKALE,0.0203,28931509.9
SKL-USDC,SKALE,0.0203,28931509.9
WELL-USD,Moonwell,0.031728,27931882.0
WELL-USDC,Moonwell,0.031728,27931882.0
USDC-EUR,USDC,0.8737,27681300.25
SHPING-USDC,SHPING,0.005528,26760131.0
SHPING-USD,SHPING,0.005528,26760131.0
POPCAT-USDC,Popcat (SOL),0.3295,26288871.21
POPCAT-USD,Popcat (SOL),0.3295,26288871.21
ALGO-USDC,Algorand,0.1805,25624164.4
ALGO-USD,Algorand,0.1805,25624164.4
SXT-USDC,Space and Time,0.093,24224596.4
SXT-USD,Space and Time,0.093,24224596.4
NKN-USDC,NKN,0.0271,23954956.6
NKN-USD,NKN,0.0271,23954956.6
BTRST-USDC,Braintrust,0.37,23866504.68
BTRST-USD,Braintrust,0.37,23866504.68
LA-USDC,Lagrange,1.3823,23493174.6
LA-USD,Lagrange,1.3823,23493174.6
SWELL-USD,SWELL,0.00837,22400226.0
SWELL-USDC,SWELL,0.00837,22400226.0
SUI-USD,SUI,2.9473,21435435.1
SUI-USDC,SUI,2.9473,21435435.1
FOX-USDC,Shapeshift FOX Token,0.027,21069584.2
FOX-USD,Shapeshift FOX Token,0.027,21069584.2
NCT-USDC,PolySwarm,0.01841,21009355.0
NCT-USD,PolySwarm,0.01841,21009355.0
ONDO-USD,Ondo Finance,0.77753,19328381.01
ONDO-USDC,Ondo Finance,0.77753,19328381.01
GRT-USD,The Graph,0.0873,19163179.13
GRT-USDC,The Graph,0.0873,19163179.13
ANKR-USDC,Ankr,0.01584,18582275.0
ANKR-USD,Ankr,0.01584,18582275.0
VARA-USD,Vara,0.0057,18136947.0
VARA-USDC,Vara,0.0057,18136947.0
REZ-USDC,Renzo,0.01001,17487699.0
REZ-USD,Renzo,0.01001,17487699.0
VOXEL-USDC,Voxies,0.0524,17305089.55
