Product-ID,Base-Name,Price,Price Percentage Change 24h,Volume 24h,Base Currency ID,Quote Currency ID
A8-USDC,Ancient8,0.164,27.32919254658385,22277558.17,A8,USDC
A8-USD,Ancient8,0.164,27.32919254658385,22277558.17,A8,USD
TRB-USDC,Tellor,55.27,13.09596889707387,419333.968,TRB,USDC
TRB-USD,Tellor,55.27,13.09596889707387,419333.968,TRB,USD
FIS-USDC,StaFi,0.1787,12.53148614609572,5526545.0,FIS,USDC
FIS-USD,StaFi,0.1787,12.53148614609572,5526545.0,FIS,USD
EIGEN-USDC,EigenLayer,1.701,12.4256444150694,1382907.08,EIGEN,USDC
EIGEN-USD,EigenLayer,1.701,12.4256444150694,1382907.08,EIGEN,USD
LCX-USD,LCX,0.1465,8.03834808259587,6271948.1,LCX,USD
LCX-USDC,LCX,0.1465,8.03834808259587,6271948.1,LCX,USDC
LDO-USDC,Lido DAO Token,0.97,8.01781737193764,3399640.38,LDO,USDC
LDO-USD,Lido DAO Token,0.97,8.01781737193764,3399640.38,LDO,USD
MASK-GBP,Mask Network,1.745,7.71604938271605,35881.04,MASK,GBP
DEXT-USD,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USD
DEXT-USDC,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USDC
MASK-USD,Mask Network,2.35,7.30593607305936,2007319.72,MASK,USD
MASK-USDC,Mask Network,2.35,7.30593607305936,2007319.72,MASK,USDC
MASK-EUR,Mask Network,2.08,7.21649484536082,55564.17,MASK,EUR
ENS-EUR,Ethereum Name Service,21.77,6.97788697788698,2804.575,ENS,EUR
UNI-BTC,Uniswap,0.0000663,6.93548387096774,17132.034105,UNI,BTC
ENS-USDC,Ethereum Name Service,24.61,6.90703735881842,181059.495,ENS,USDC
ENS-USD,Ethereum Name Service,24.61,6.90703735881842,181059.495,ENS,USD
MASK-USDT,Mask Network,2.34,6.84931506849315,19783.17,MASK,USDT
UNI-EUR,Uniswap,6.35,6.72268907563025,246918.517,UNI,EUR
ENS-USDT,Ethereum Name Service,24.58,6.68402777777778,2043.991,ENS,USDT
DRIFT-USD,Drift Protocol,0.722,6.64697193500739,2217501.99,DRIFT,USD
DRIFT-USDC,Drift Protocol,0.722,6.64697193500739,2217501.99,DRIFT,USDC
UNI-USDC,Uniswap,7.151,6.35038667459845,4680474.584402,UNI,USDC
UNI-USD,Uniswap,7.151,6.35038667459845,4680474.584402,UNI,USD
MKR-BTC,Maker,0.01617,6.31163708086785,3.504907,MKR,BTC
ARB-USDC,Arbitrum,0.4269,6.24688899950224,21431875.72,ARB,USDC
ARB-USD,Arbitrum,0.4269,6.24688899950224,21431875.72,ARB,USD
UNI-GBP,Uniswap,5.31,6.2,50961.325,UNI,GBP
ETHFI-USDC,ether.fi,1.469,5.835734870317,1292674.98,ETHFI,USDC
ETHFI-USD,ether.fi,1.469,5.835734870317,1292674.98,ETHFI,USD
RONIN-USDC,Ronin,0.71,5.6547619047619,339573.17,RONIN,USDC
RONIN-USD,Ronin,0.71,5.6547619047619,339573.17,RONIN,USD
PEPE-USD,Pepe,0.00001452,5.52325581395349,2938267867975.0,PEPE,USD
PEPE-USDC,Pepe,0.00001452,5.52325581395349,2938267867975.0,PEPE,USDC
MKR-USDC,Maker,1751.32,5.47134245123369,1175.19127,MKR,USDC
MKR-USD,Maker,1751.32,5.47134245123369,1175.19127,MKR,USD
DIMO-USDC,DIMO,0.06921,5.03870086507816,3478661.5,DIMO,USDC
DIMO-USD,DIMO,0.06921,5.03870086507816,3478661.5,DIMO,USD
ETH-BTC,Ethereum,0.02531,4.58677685950413,3694.100378,ETH,BTC
GODS-USD,Gods Unchained,0.16608,4.53830175615283,5346116.04,GODS,USD
GODS-USDC,Gods Unchained,0.16608,4.53830175615283,5346116.04,GODS,USDC
APE-USD,ApeCoin,0.725,4.46685878962536,1116722.92,APE,USD
APE-USDC,ApeCoin,0.725,4.46685878962536,1116722.92,APE,USDC
APE-EUR,ApeCoin,0.641,4.39739413680782,181467.99,APE,EUR
NEAR-USDC,NEAR Protocol,2.948,4.20643336868151,1726511.362,NEAR,USDC
NEAR-USD,NEAR Protocol,2.948,4.20643336868151,1726511.362,NEAR,USD
APE-USDT,ApeCoin,0.724,4.1726618705036,581115.22,APE,USDT
OP-USDT,Optimism,0.79,4.08432147562582,154248.58,OP,USDT
ETH-EUR,Ethereum,2421.99,4.00297152574106,7712.96979097,ETH,EUR
BNT-USD,Bancor Network Token,0.7378,3.97406989853439,32918.753975,BNT,USD
BNT-USDC,Bancor Network Token,0.7378,3.97406989853439,32918.753975,BNT,USDC
OP-USDC,Optimism,0.787,3.96301188903567,5284403.44,OP,USDC
OP-USD,Optimism,0.787,3.96301188903567,5284403.44,OP,USD
