Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
ZORA-USDC,Zora,0.0113,13.0,ZORA,USDC
ZORA-USD,Zora,0.0113,13.0,ZORA,USD
MASK-USDT,Mask Network,1.87,11.97604790419162,MASK,USDT
MASK-EUR,Mask Network,1.63,11.64383561643836,MASK,EUR
QNT-USD,Quant,105.68,11.51208188245225,QNT,USD
QNT-USDC,Quant,105.68,11.51208188245225,QNT,USDC
QNT-USDT,Quant,105.08,11.24285411814525,QNT,USDT
MASK-GBP,Mask Network,1.369,10.76051779935275,MASK,GBP
PNG-USD,Pangolin,0.19551,10.14647887323944,PNG,USD
PNG-USDC,Pangolin,0.19551,10.14647887323944,PNG,USDC
MASK-USDC,Mask Network,1.85,10.11904761904762,MASK,USDC
MASK-USD,Mask Network,1.85,10.11904761904762,MASK,USD
OCEAN-USDC,Ocean Protocol,0.3963,8.96343139950509,OCEAN,USDC
OCEAN-USD,Ocean Protocol,0.3963,8.96343139950509,OCEAN,USD
ALEPH-USD,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USD
ALEPH-USDC,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USDC
TOSHI-USDC,Toshi,0.0007235,7.69574278058946,TOSHI,USDC
TOSHI-USD,Toshi,0.0007235,7.69574278058946,TOSHI,USD
ATH-USDC,Aethir,0.05315,7.50404530744337,ATH,USDC
ATH-USD,Aethir,0.05315,7.50404530744337,ATH,USD
KAITO-USD,Kaito,2.0319,6.46023263124804,KAITO,USD
KAITO-USDC,Kaito,2.0319,6.46023263124804,KAITO,USDC
UNI-GBP,Uniswap,4.77,5.53097345132743,UNI,GBP
TRAC-USDC,OriginTrail,0.479,4.97479728248959,TRAC,USDC
TRAC-USD,OriginTrail,0.479,4.97479728248959,TRAC,USD
INV-USD,Inverse Finance,28.79,4.9198250728863,INV,USD
INV-USDC,Inverse Finance,28.79,4.9198250728863,INV,USDC
UNI-EUR,Uniswap,5.67,4.80591497227357,UNI,EUR
UNI-USD,Uniswap,6.465,4.73027701279767,UNI,USD
UNI-USDC,Uniswap,6.465,4.73027701279767,UNI,USDC
SYN-USD,Synapse,0.231,4.52488687782805,SYN,USD
SYN-USDC,Synapse,0.231,4.52488687782805,SYN,USDC
DOGINME-USDC,doginme,0.0007858,4.48078712937109,DOGINME,USDC
DOGINME-USD,doginme,0.0007858,4.48078712937109,DOGINME,USD
WCFG-USD,Wrapped Centrifuge,0.238,4.3859649122807,WCFG,USD
WCFG-USDC,Wrapped Centrifuge,0.238,4.3859649122807,WCFG,USDC
SAFE-USD,Safe,0.567,4.24710424710425,SAFE,USD
SAFE-USDC,Safe,0.567,4.24710424710425,SAFE,USDC
UNI-BTC,Uniswap,0.0000591,4.04929577464789,UNI,BTC
TRB-USD,Tellor,32.98,3.67808865136749,TRB,USD
TRB-USDC,Tellor,32.98,3.67808865136749,TRB,USDC
BADGER-USD,Badger DAO,1.23,3.36134453781513,BADGER,USD
BADGER-USDC,Badger DAO,1.23,3.36134453781513,BADGER,USDC
CLANKER-USDC,tokenbot,31.39,3.22262413679711,CLANKER,USDC
CLANKER-USD,tokenbot,31.39,3.22262413679711,CLANKER,USD
ROSE-USDT,Oasis Network,0.0331,3.11526479750779,ROSE,USDT
FET-USDT,Artificial Superintelligence Alliance,0.8675,3.05298170586838,FET,USDT
L3-USD,Layer3,0.05118,3.04006442520636,L3,USD
L3-USDC,Layer3,0.05118,3.04006442520636,L3,USDC
HONEY-USD,Hivemapper,0.0276,2.98507462686567,HONEY,USD
HONEY-USDC,Hivemapper,0.0276,2.98507462686567,HONEY,USDC
FET-USD,Artificial Superintelligence Alliance,0.8679,2.9781680113906,FET,USD
FET-USDC,Artificial Superintelligence Alliance,0.8679,2.9781680113906,FET,USDC
KARRAT-USD,Karrat,0.0623,2.97520661157025,KARRAT,USD
KARRAT-USDC,Karrat,0.0623,2.97520661157025,KARRAT,USDC
AST-USDC,AirSwap,0.045,2.97482837528604,AST,USDC
AST-USD,AirSwap,0.045,2.97482837528604,AST,USD
OP-USDT,Optimism,0.763,2.83018867924528,OP,USDT
INJ-USDC,Injective,13.468,2.72290443139349,INJ,USDC
INJ-USD,Injective,13.468,2.72290443139349,INJ,USD
EOS-EUR,EOS,0.6834,2.72057718322561,EOS,EUR
AURORA-USD,Aurora,0.092,2.67857142857143,AURORA,USD
AURORA-USDC,Aurora,0.092,2.67857142857143,AURORA,USDC
WELL-USDC,Moonwell,0.032861,2.66816633861343,WELL,USDC
WELL-USD,Moonwell,0.032861,2.66816633861343,WELL,USD
PRIME-USDC,Echelon Prime,3.395,2.66102207438766,PRIME,USDC
PRIME-USD,Echelon Prime,3.395,2.66102207438766,PRIME,USD
HFT-USD,Hashflow,0.0725,2.40112994350282,HFT,USD
HFT-USDC,Hashflow,0.0725,2.40112994350282,HFT,USDC
ROSE-USDC,Oasis Network,0.03312,2.34857849196539,ROSE,USDC
ROSE-USD,Oasis Network,0.03312,2.34857849196539,ROSE,USD
MATH-USDC,MATH,0.1334,2.14395099540582,MATH,USDC
MATH-USD,MATH,0.1334,2.14395099540582,MATH,USD
KEYCAT-USDC,Keyboard Cat,0.005631,2.12187159956474,KEYCAT,USDC
KEYCAT-USD,Keyboard Cat,0.005631,2.12187159956474,KEYCAT,USD
DNT-USDC,district0x,0.0303,2.02020202020202,DNT,USDC
