Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
TAO-USDC,Bittensor,446.27,-0.1901055645017,TAO,USDC
TAO-USD,Bittensor,446.27,-0.1901055645017,TAO,USD
AAVE-BTC,Aave,0.002495,-0.2,AAVE,BTC
SOL-USDT,Solana,174.18,-0.21197364651962,SOL,USDT
VET-USDC,vechain,0.02773,-0.21590500179921,VET,USDC
VET-USD,vechain,0.02773,-0.21590500179921,VET,USD
KSM-USD,Kusama,18.35,-0.21750951604133,KSM,USD
KSM-USDC,Kusama,18.35,-0.21750951604133,KSM,USDC
ZEC-USD,Zcash,53.05,-0.22569117923641,ZEC,USD
ZEC-USDC,Zcash,53.05,-0.22569117923641,ZEC,USDC
NMR-USDC,Numeraire,8.79,-0.22701475595914,NMR,USDC
NMR-USD,Numeraire,8.79,-0.22701475595914,NMR,USD
FIS-USDC,StaFi,0.1596,-0.25,FIS,USDC
FIS-USD,StaFi,0.1596,-0.25,FIS,USD
BTC-USDT,Bitcoin,108800.69,-0.25061873103639,BTC,USDT
ALGO-EUR,Algorand,0.1926,-0.25893319523563,ALGO,EUR
AUDIO-USDC,Audius,0.0764,-0.26109660574413,AUDIO,USDC
AUDIO-USD,Audius,0.0764,-0.26109660574413,AUDIO,USD
BTC-USD,Bitcoin,108789.86,-0.27992055382068,BTC,USD
BTC-USDC,Bitcoin,108789.86,-0.27992055382068,BTC,USDC
COTI-USD,COTI,0.0705,-0.28288543140028,COTI,USD
COTI-USDC,COTI,0.0705,-0.28288543140028,COTI,USDC
ACH-USDC,Alchemy Pay,0.024007,-0.28659245721881,ACH,USDC
ACH-USD,Alchemy Pay,0.024007,-0.28659245721881,ACH,USD
BCH-BTC,Bitcoin Cash,0.003824,-0.31282586027112,BCH,BTC
SOL-USD,Solana,174.03,-0.31504181464085,SOL,USD
SOL-USDC,Solana,174.03,-0.31504181464085,SOL,USDC
SXT-USD,Space and Time,0.1204,-0.33112582781457,SXT,USD
SXT-USDC,Space and Time,0.1204,-0.33112582781457,SXT,USDC
TRAC-USD,OriginTrail,0.4627,-0.34460478139134,TRAC,USD
TRAC-USDC,OriginTrail,0.4627,-0.34460478139134,TRAC,USDC
GIGA-USDC,Gigachad,0.0231,-0.3451251078516,GIGA,USDC
GIGA-USD,Gigachad,0.0231,-0.3451251078516,GIGA,USD
BAL-USD,Balancer,1.1593,-0.35241533436479,BAL,USD
BAL-USDC,Balancer,1.1593,-0.35241533436479,BAL,USDC
HONEY-USDC,Hivemapper,0.0279,-0.35714285714286,HONEY,USDC
HONEY-USD,Hivemapper,0.0279,-0.35714285714286,HONEY,USD
APT-USDC,Aptos,5.35,-0.37243947858473,APT,USDC
APT-USD,Aptos,5.35,-0.37243947858473,APT,USD
AERO-USDC,Aerodrome Finance,0.59432,-0.37548612042376,AERO,USDC
AERO-USD,Aerodrome Finance,0.59432,-0.37548612042376,AERO,USD
XRP-USDT,XRP,2.293,-0.38230949691546,XRP,USDT
NEAR-USD,NEAR Protocol,2.823,-0.38814396612562,NEAR,USD
NEAR-USDC,NEAR Protocol,2.823,-0.38814396612562,NEAR,USDC
VOXEL-USDC,Voxies,0.0752,-0.39735099337748,VOXEL,USDC
VOXEL-USD,Voxies,0.0752,-0.39735099337748,VOXEL,USD
REQ-USDC,Request,0.1446,-0.41322314049587,REQ,USDC
REQ-USD,Request,0.1446,-0.41322314049587,REQ,USD
XRP-USD,XRP,2.2938,-0.42974345617919,XRP,USD
XRP-USDC,XRP,2.2938,-0.42974345617919,XRP,USDC
DASH-BTC,Dash,0.000219,-0.45454545454545,DASH,BTC
AAVE-USD,Aave,271.15,-0.45888399412628,AAVE,USD
AAVE-USDC,Aave,271.15,-0.45888399412628,AAVE,USDC
CTX-USDC,Cryptex Finance,1.8184,-0.45982045106197,CTX,USDC
CTX-USD,Cryptex Finance,1.8184,-0.45982045106197,CTX,USD
KARRAT-USDC,Karrat,0.0611,-0.4885993485342,KARRAT,USDC
KARRAT-USD,Karrat,0.0611,-0.4885993485342,KARRAT,USD
LQTY-USD,Liquity,0.8535,-0.48968170689052,LQTY,USD
LQTY-USDC,Liquity,0.8535,-0.48968170689052,LQTY,USDC
BCH-USD,Bitcoin Cash,416.2,-0.49251661645866,BCH,USD
BCH-USDC,Bitcoin Cash,416.2,-0.49251661645866,BCH,USDC
ALGO-BTC,Algorand,0.00000202,-0.49261083743842,ALGO,BTC
SPELL-USD,Spell Token,0.0006009,-0.49677098857427,SPELL,USD
SPELL-USDC,Spell Token,0.0006009,-0.49677098857427,SPELL,USDC
WELL-USDC,Moonwell,0.032965,-0.49803803199517,WELL,USDC
WELL-USD,Moonwell,0.032965,-0.49803803199517,WELL,USD
DOGE-EUR,Dogecoin,0.1975,-0.50377833753149,DOGE,EUR
MORPHO-USD,Morpho,1.4817,-0.53702087668658,MORPHO,USD
MORPHO-USDC,Morpho,1.4817,-0.53702087668658,MORPHO,USDC
NEON-USDC,Neon EVM,0.13623,-0.54026429145068,NEON,USDC
NEON-USD,Neon EVM,0.13623,-0.54026429145068,NEON,USD
DOGE-GBP,Dogecoin,0.1656,-0.54054054054054,DOGE,GBP
LINK-ETH,Chainlink,0.00603295,-0.56811626688115,LINK,ETH
QI-USDC,BENQI,0.008373,-0.57000356252227,QI,USDC
QI-USD,BENQI,0.008373,-0.57000356252227,QI,USD
SAND-USDC,The Sandbox,0.306,-0.58479532163743,SAND,USDC
SAND-USD,The Sandbox,0.306,-0.58479532163743,SAND,USD
ZEN-USDC,Horizen,9.48,-0.5976722239698,ZEN,USDC
ZEN-USD,Horizen,9.48,-0.5976722239698,ZEN,USD
BCH-GBP,Bitcoin Cash,307.75,-0.60396615205736,BCH,GBP
HOPR-USD,HOPR,0.0485,-0.61475409836066,HOPR,USD
HOPR-USDC,HOPR,0.0485,-0.61475409836066,HOPR,USDC
STRK-USDC,Starknet Token,0.16,-0.62111801242236,STRK,USDC
STRK-USD,Starknet Token,0.16,-0.62111801242236,STRK,USD
SHIB-EUR,SHIBA INU,0.00001263,-0.6294256490952,SHIB,EUR
UNI-USD,Uniswap,6.626,-0.62987402519496,UNI,USD
UNI-USDC,Uniswap,6.626,-0.62987402519496,UNI,USDC
AMP-USD,Amp,0.00457,-0.65217391304348,AMP,USD
AMP-USDC,Amp,0.00457,-0.65217391304348,AMP,USDC
UNI-BTC,Uniswap,0.0000609,-0.65252854812398,UNI,BTC
SHIB-GBP,SHIBA INU,0.0000106,-0.65604498594189,SHIB,GBP
PAXG-USD,PAX Gold,3323.35,-0.66980297451102,PAXG,USD
PAXG-USDC,PAX Gold,3323.35,-0.66980297451102,PAXG,USDC
ZK-USDC,ZKsync,0.06222,-0.67049808429119,ZK,USDC
ZK-USD,ZKsync,0.06222,-0.67049808429119,ZK,USD
SAND-USDT,The Sandbox,0.3058,-0.6820396232543,SAND,USDT
EURC-USDC,EURC,1.1309,-0.68499165715289,EURC,USDC
SUPER-USD,SuperVerse,0.80273,-0.68787192715486,SUPER,USD
SUPER-USDC,SuperVerse,0.80273,-0.68787192715486,SUPER,USDC
LRDS-USDC,Blocklords,0.1869,-0.69075451647184,LRDS,USDC
LRDS-USD,Blocklords,0.1869,-0.69075451647184,LRDS,USD
MATIC-GBP,Polygon,0.1703,-0.6997084548105,MATIC,GBP
ALT-USDC,Altlayer,0.03236,-0.70573795642835,ALT,USDC
ALT-USD,Altlayer,0.03236,-0.70573795642835,ALT,USD
MDT-USDC,Measurable Data Token,0.02946,-0.70778564206269,MDT,USDC
MDT-USD,Measurable Data Token,0.02946,-0.70778564206269,MDT,USD
PEPE-USDC,Pepe,0.00001382,-0.7183908045977,PEPE,USDC
PEPE-USD,Pepe,0.00001382,-0.7183908045977,PEPE,USD
CLV-USDC,Clover Finance,0.0273,-0.72727272727273,CLV,USDC
CLV-USD,Clover Finance,0.0273,-0.72727272727273,CLV,USD
ARKM-USDC,Arkham,0.681,-0.72886297376093,ARKM,USDC
ARKM-USD,Arkham,0.681,-0.72886297376093,ARKM,USD
STX-USDC,Stacks,0.8765,-0.75860507246377,STX,USDC
STX-USD,Stacks,0.8765,-0.75860507246377,STX,USD
KNC-USD,Kyber Network,0.3652,-0.78782939418636,KNC,USD
KNC-USDC,Kyber Network,0.3652,-0.78782939418636,KNC,USDC
MINA-USDT,Mina,0.251,-0.79051383399209,MINA,USDT
IMX-USDT,Immutable,0.6397,-0.7909429280397,IMX,USDT
JTO-USD,Jito,1.9481,-0.81462247339748,JTO,USD
JTO-USDC,Jito,1.9481,-0.81462247339748,JTO,USDC
RARI-USD,Rarible,1.16,-0.85470085470085,RARI,USD
RARI-USDC,Rarible,1.16,-0.85470085470085,RARI,USDC
ALGO-USD,Algorand,0.2178,-0.86481565771507,ALGO,USD
ALGO-USDC,Algorand,0.2178,-0.86481565771507,ALGO,USDC
DOGE-BTC,Dogecoin,0.00000205,-0.96618357487923,DOGE,BTC
ADA-EUR,Cardano,0.6617,-0.9727626459144,ADA,EUR
IO-USDC,io.net,0.985,-1.00502512562814,IO,USDC
IO-USD,io.net,0.985,-1.00502512562814,IO,USD
PYR-USDC,Vulcan Forged PYR,1.162,-1.0221465076661,PYR,USDC
PYR-USD,Vulcan Forged PYR,1.162,-1.0221465076661,PYR,USD
MATIC-USD,Polygon,0.2293,-1.03582218385844,MATIC,USD
MATIC-USDC,Polygon,0.2293,-1.03582218385844,MATIC,USDC
ATOM-GBP,Cosmos,3.521,-1.09550561797753,ATOM,GBP
DOGE-USDT,Dogecoin,0.2232,-1.10766504209127,DOGE,USDT
BONK-USDC,Bonk,0.00002033,-1.11867704280156,BONK,USDC
BONK-USD,Bonk,0.00002033,-1.11867704280156,BONK,USD
EDGE-USDC,Definitive,0.11671,-1.12673669942392,EDGE,USDC
EDGE-USD,Definitive,0.11671,-1.12673669942392,EDGE,USD
C98-USDC,Coin98,0.0605,-1.1437908496732,C98,USDC
C98-USD,Coin98,0.0605,-1.1437908496732,C98,USD
MATIC-EUR,Polygon,0.2023,-1.17244748412311,MATIC,EUR
AVAX-EUR,Avalanche,20.64,-1.19674485399713,AVAX,EUR
SUSHI-USDC,SushiSwap,0.743,-1.1968085106383,SUSHI,USDC
SUSHI-USD,SushiSwap,0.743,-1.1968085106383,SUSHI,USD
BLZ-USD,Bluzelle,0.0407,-1.21359223300971,BLZ,USD
BLZ-USDC,Bluzelle,0.0407,-1.21359223300971,BLZ,USDC
MANTLE-USD,Mantle,0.7267,-1.22332472475194,MANTLE,USD
MANTLE-USDC,Mantle,0.7267,-1.22332472475194,MANTLE,USDC
BLUR-USD,Blur,0.1015,-1.26459143968872,BLUR,USD
BLUR-USDC,Blur,0.1015,-1.26459143968872,BLUR,USDC
AXL-USD,Axelar,0.3459,-1.28424657534247,AXL,USD
AXL-USDC,Axelar,0.3459,-1.28424657534247,AXL,USDC
ADA-GBP,Cardano,0.555,-1.29823937399964,ADA,GBP
FORT-USD,Forta,0.0679,-1.30813953488372,FORT,USD
FORT-USDC,Forta,0.0679,-1.30813953488372,FORT,USDC
LCX-USD,LCX,0.1357,-1.30909090909091,LCX,USD
LCX-USDC,LCX,0.1357,-1.30909090909091,LCX,USDC
SHIB-USDC,SHIBA INU,0.00001428,-1.31306150656531,SHIB,USDC
SHIB-USD,SHIBA INU,0.00001428,-1.31306150656531,SHIB,USD
CGLD-USD,Celo,0.372,-1.3262599469496,CGLD,USD
CGLD-USDC,Celo,0.372,-1.3262599469496,CGLD,USDC
POL-USD,Polygon Ecosystem Token,0.2293,-1.33390705679862,POL,USD
POL-USDC,Polygon Ecosystem Token,0.2293,-1.33390705679862,POL,USDC
YFI-BTC,yearn.finance,0.0516,-1.33843212237094,YFI,BTC
DOGE-USDC,Dogecoin,0.22296,-1.34513274336283,DOGE,USDC
DOGE-USD,Dogecoin,0.22296,-1.34513274336283,DOGE,USD
STX-USDT,Stacks,0.8805,-1.37768817204301,STX,USDT
SHIB-USDT,SHIBA INU,0.0000143,-1.37931034482759,SHIB,USDT
VELO-USDC,Velodrome Finance,0.05975,-1.38636738735765,VELO,USDC
VELO-USD,Velodrome Finance,0.05975,-1.38636738735765,VELO,USD
MATIC-BTC,Polygon,0.0000021,-1.40845070422535,MATIC,BTC
TRU-USDC,TrueFi,0.0415,-1.42517814726841,TRU,USDC
TRU-USD,TrueFi,0.0415,-1.42517814726841,TRU,USD
SWFTC-USD,SwftCoin,0.014197,-1.4302575852253,SWFTC,USD
SWFTC-USDC,SwftCoin,0.014197,-1.4302575852253,SWFTC,USDC
ADA-BTC,Cardano,0.00000689,-1.43061516452074,ADA,BTC
SOL-ETH,Solana,0.06625,-1.44302290984826,SOL,ETH
ASM-USD,Assemble AI,0.02281,-1.46868250539957,ASM,USD
ASM-USDC,Assemble AI,0.02281,-1.46868250539957,ASM,USDC
LRC-USDT,Loopring,0.1,-1.47783251231527,LRC,USDT
LRC-USD,Loopring,0.0996,-1.48367952522255,LRC,USD
LRC-USDC,Loopring,0.0996,-1.48367952522255,LRC,USDC
DIMO-USD,DIMO,0.06438,-1.49938800489596,DIMO,USD
DIMO-USDC,DIMO,0.06438,-1.49938800489596,DIMO,USDC
ZRX-USD,0x Protocol,0.259848,-1.52348901723589,ZRX,USD
ZRX-USDC,0x Protocol,0.259848,-1.52348901723589,ZRX,USDC
ATH-USD,Aethir,0.0522,-1.60226201696513,ATH,USD
ATH-USDC,Aethir,0.0522,-1.60226201696513,ATH,USDC
ATOM-EUR,Cosmos,4.182,-1.62314749470713,ATOM,EUR
DNT-USDC,district0x,0.0301,-1.63398692810458,DNT,USDC
DNT-USD,district0x,0.0301,-1.63398692810458,DNT,USD
GFI-USD,Goldfinch Protocol,0.8781,-1.64650537634409,GFI,USD
GFI-USDC,Goldfinch Protocol,0.8781,-1.64650537634409,GFI,USDC
BAT-ETH,Basic Attention Token,0.00005395,-1.67669035903044,BAT,ETH
BOBA-USD,Boba Network,0.0994,-1.68150346191889,BOBA,USD
BOBA-USDC,Boba Network,0.0994,-1.68150346191889,BOBA,USDC
ADA-USDC,Cardano,0.7482,-1.68199737187911,ADA,USDC
ADA-USD,Cardano,0.7482,-1.68199737187911,ADA,USD
KEYCAT-USDC,Keyboard Cat,0.005451,-1.69522091974752,KEYCAT,USDC
KEYCAT-USD,Keyboard Cat,0.005451,-1.69522091974752,KEYCAT,USD
PENGU-USD,Pudgy Penguins,0.01255,-1.72278778386844,PENGU,USD
PENGU-USDC,Pudgy Penguins,0.01255,-1.72278778386844,PENGU,USDC
RSR-USD,Reserve Rights,0.008505,-1.73310225303293,RSR,USD
RSR-USDC,Reserve Rights,0.008505,-1.73310225303293,RSR,USDC
XYO-USDC,XYO,0.01223,-1.76706827309237,XYO,USDC
XYO-USD,XYO,0.01223,-1.76706827309237,XYO,USD
DOGINME-USDC,doginme,0.0007691,-1.78776656876516,DOGINME,USDC
DOGINME-USD,doginme,0.0007691,-1.78776656876516,DOGINME,USD
MATH-USD,MATH,0.1304,-1.80722891566265,MATH,USD
MATH-USDC,MATH,0.1304,-1.80722891566265,MATH,USDC
FIDA-USDC,Bonfida,0.0856,-1.8348623853211,FIDA,USDC
FIDA-USD,Bonfida,0.0856,-1.8348623853211,FIDA,USD
HIGH-USDC,Highstreet,0.635,-1.85471406491499,HIGH,USDC
HIGH-USD,Highstreet,0.635,-1.85471406491499,HIGH,USD
WAXL-USDC,Wrapped Axelar,0.346,-1.87180941576858,WAXL,USDC
WAXL-USD,Wrapped Axelar,0.346,-1.87180941576858,WAXL,USD
AVAX-BTC,Avalanche,0.00021421,-1.92747916857431,AVAX,BTC
ADA-USDT,Cardano,0.7478,-1.9407290847102,ADA,USDT
AVAX-USDT,Avalanche,23.32,-2.01680672268908,AVAX,USDT
ATOM-USDC,Cosmos,4.721,-2.07425845260319,ATOM,USDC
ATOM-USD,Cosmos,4.721,-2.07425845260319,ATOM,USD
AVAX-USDC,Avalanche,23.31,-2.09995800083998,AVAX,USDC
AVAX-USD,Avalanche,23.31,-2.09995800083998,AVAX,USD
MATIC-USDT,Polygon,0.228,-2.14592274678112,MATIC,USDT
LRC-BTC,Loopring,0.00000091,-2.1505376344086,LRC,BTC
ATOM-USDT,Cosmos,4.737,-2.16852540272615,ATOM,USDT
OP-USDT,Optimism,0.759,-2.19072164948454,OP,USDT
ZRO-USDC,LayerZero,2.678,-2.19138056975895,ZRO,USDC
ZRO-USD,LayerZero,2.678,-2.19138056975895,ZRO,USD
ABT-USDC,Arcblock,0.9464,-2.21120066129366,ABT,USDC
ABT-USD,Arcblock,0.9464,-2.21120066129366,ABT,USD
ATOM-BTC,Cosmos,0.0000435,-2.24719101123596,ATOM,BTC
GODS-USDC,Gods Unchained,0.15812,-2.2985664854177,GODS,USDC
GODS-USD,Gods Unchained,0.15812,-2.2985664854177,GODS,USD
ADA-ETH,Cardano,0.000286,-2.38907849829352,ADA,ETH
FET-USDT,Artificial Superintelligence Alliance,0.885,-2.43633557490905,FET,USDT
OP-USD,Optimism,0.753,-2.46113989637306,OP,USD
OP-USDC,Optimism,0.753,-2.46113989637306,OP,USDC
XCN-USDC,Onyxcoin,0.01853,-2.47368421052632,XCN,USDC
XCN-USD,Onyxcoin,0.01853,-2.47368421052632,XCN,USD
INV-USDC,Inverse Finance,27.98,-2.4747298710352,INV,USDC
INV-USD,Inverse Finance,27.98,-2.4747298710352,INV,USD
FET-USD,Artificial Superintelligence Alliance,0.8849,-2.59768849752339,FET,USD
FET-USDC,Artificial Superintelligence Alliance,0.8849,-2.59768849752339,FET,USDC
WIF-USD,dogwifhat,1.093,-2.67141585040071,WIF,USD
WIF-USDC,dogwifhat,1.093,-2.67141585040071,WIF,USDC
SNX-BTC,Synthetix Network Token,0.000007,-2.77777777777778,SNX,BTC
POPCAT-USD,Popcat (SOL),0.464,-2.80687054880603,POPCAT,USD
POPCAT-USDC,Popcat (SOL),0.464,-2.80687054880603,POPCAT,USDC
OCEAN-USD,Ocean Protocol,0.383,-2.84119736174531,OCEAN,USD
OCEAN-USDC,Ocean Protocol,0.383,-2.84119736174531,OCEAN,USDC
AERGO-USD,Aergo,0.1553,-2.87679799874922,AERGO,USD
AERGO-USDC,Aergo,0.1553,-2.87679799874922,AERGO,USDC
PRIME-USD,Echelon Prime,3.337,-3.0223772159256,PRIME,USD
PRIME-USDC,Echelon Prime,3.337,-3.0223772159256,PRIME,USDC
ZORA-USD,Zora,0.01049,-3.13942751615882,ZORA,USD
ZORA-USDC,Zora,0.01049,-3.13942751615882,ZORA,USDC
DEGEN-USD,Degen,0.005531,-3.1687675070028,DEGEN,USD
DEGEN-USDC,Degen,0.005531,-3.1687675070028,DEGEN,USDC
MNDE-USDC,Marinade,0.12624,-3.28660078142956,MNDE,USDC
MNDE-USD,Marinade,0.12624,-3.28660078142956,MNDE,USD
SHDW-USDC,Shadow Token,0.115,-3.36134453781513,SHDW,USDC
SHDW-USD,Shadow Token,0.115,-3.36134453781513,SHDW,USD
WLD-USDC,Worldcoin,1.376,-3.37078651685393,WLD,USDC
WLD-USD,Worldcoin,1.376,-3.37078651685393,WLD,USD
PNG-USDC,Pangolin,0.1848,-3.59937402190923,PNG,USDC
PNG-USD,Pangolin,0.1848,-3.59937402190923,PNG,USD
WCFG-USD,Wrapped Centrifuge,0.231,-3.75,WCFG,USD
WCFG-USDC,Wrapped Centrifuge,0.231,-3.75,WCFG,USDC
GHST-USD,Aavegotchi,0.449,-3.85438972162741,GHST,USD
GHST-USDC,Aavegotchi,0.449,-3.85438972162741,GHST,USDC
RONIN-USD,Ronin,0.672,-4.54545454545455,RONIN,USD
RONIN-USDC,Ronin,0.672,-4.54545454545455,RONIN,USDC
MOODENG-USDC,Moo Deng,0.2487,-4.7491382612026,MOODENG,USDC
MOODENG-USD,Moo Deng,0.2487,-4.7491382612026,MOODENG,USD
L3-USD,Layer3,0.05437,-5.01397624039133,L3,USD
L3-USDC,Layer3,0.05437,-5.01397624039133,L3,USDC
COOKIE-USD,Cookie DAO,0.27152,-5.6927512069744,COOKIE,USD
COOKIE-USDC,Cookie DAO,0.27152,-5.6927512069744,COOKIE,USDC
RENDER-USDC,Render,4.499,-6.64038182195476,RENDER,USDC
RENDER-USD,Render,4.499,-6.64038182195476,RENDER,USD
RNDR-USDC,Render (ERC-20),4.4854,-6.71935114900697,RNDR,USDC
RNDR-USD,Render (ERC-20),4.4854,-6.71935114900697,RNDR,USD
RNDR-USDT,Render (ERC-20),4.4879,-6.80496718996594,RNDR,USDT
RNDR-EUR,Render (ERC-20),3.9663,-7.17110960282725,RNDR,EUR
HNT-USD,Helium,3.744,-8.57142857142857,HNT,USD
HNT-USDC,Helium,3.744,-8.57142857142857,HNT,USDC
MOBILE-USDC,Helium Mobile,0.000453,-11.5234375,MOBILE,USDC
MOBILE-USD,Helium Mobile,0.000453,-11.5234375,MOBILE,USD
RBN-USDC,Ribbon Finance,0.1245,-13.28271923103712,RBN,USDC
RBN-USD,Ribbon Finance,0.1245,-13.28271923103712,RBN,USD
SYN-USDC,Synapse,0.201,-13.73390557939914,SYN,USDC
SYN-USD,Synapse,0.201,-13.73390557939914,SYN,USD
