Product-ID,Base-Name,Price,Price Percentage Change 24h,Volume 24h,Base Currency ID,Quote Currency ID
A8-USDC,Ancient8,0.1602,24.18604651162791,22213313.47,A8,USDC
A8-USD,Ancient8,0.1602,24.18604651162791,22213313.47,A8,USD
FIS-USD,StaFi,0.1814,14.23173803526448,5341972.4,FIS,USD
FIS-USDC,StaFi,0.1814,14.23173803526448,5341972.4,FIS,USDC
EIGEN-USDC,EigenLayer,1.683,11.23595505617978,1381231.96,EIGEN,USDC
EIGEN-USD,EigenLayer,1.683,11.23595505617978,1381231.96,EIGEN,USD
TRB-USDC,Tellor,53.63,9.04839365595771,394466.999,TRB,USDC
TRB-USD,Tellor,53.63,9.04839365595771,394466.999,TRB,USD
MASK-EUR,Mask Network,2.07,8.37696335078534,55564.17,MASK,EUR
MASK-USDT,Mask Network,2.34,8.33333333333333,18828.18,MASK,USDT
MASK-USDC,Mask Network,2.33,7.87037037037037,2020276.65,MASK,USDC
MASK-USD,Mask Network,2.33,7.87037037037037,2020276.65,MASK,USD
LDO-USD,Lido DAO Token,0.965,7.82122905027933,3393696.52,LDO,USD
LDO-USDC,Lido DAO Token,0.965,7.82122905027933,3393696.52,LDO,USDC
UNI-BTC,Uniswap,0.0000663,7.80487804878049,21390.834105,UNI,BTC
LCX-USDC,LCX,0.146,7.59027266028003,6263271.6,LCX,USDC
LCX-USD,LCX,0.146,7.59027266028003,6263271.6,LCX,USD
DEXT-USDC,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USDC
DEXT-USD,DEXTools,0.3406,7.44479495268139,590804.7,DEXT,USD
UNI-EUR,Uniswap,6.33,7.10659898477157,250192.577,UNI,EUR
UNI-GBP,Uniswap,5.31,7.05645161290323,56197.586,UNI,GBP
MASK-GBP,Mask Network,1.731,6.85185185185185,35456.32,MASK,GBP
MKR-BTC,Maker,0.01621,6.57462195923734,3.48107,MKR,BTC
UNI-USD,Uniswap,7.119,6.19033412887828,4732966.101629,UNI,USD
UNI-USDC,Uniswap,7.119,6.19033412887828,4732966.101629,UNI,USDC
ENS-USDC,Ethereum Name Service,24.39,5.9973924380704,180966.025,ENS,USDC
ENS-USD,Ethereum Name Service,24.39,5.9973924380704,180966.025,ENS,USD
ENS-USDT,Ethereum Name Service,24.4,5.90277777777778,2040.677,ENS,USDT
ENS-EUR,Ethereum Name Service,21.55,5.8968058968059,2804.428,ENS,EUR
ARB-USD,Arbitrum,0.4238,5.71214766774757,21418001.32,ARB,USD
ARB-USDC,Arbitrum,0.4238,5.71214766774757,21418001.32,ARB,USDC
RONIN-USD,Ronin,0.709,5.19287833827893,339937.81,RONIN,USD
RONIN-USDC,Ronin,0.709,5.19287833827893,339937.81,RONIN,USDC
PEPE-USD,Pepe,0.00001446,4.93468795355588,2925552300470.0,PEPE,USD
PEPE-USDC,Pepe,0.00001446,4.93468795355588,2925552300470.0,PEPE,USDC
MKR-USDC,Maker,1743.06,4.89934703457407,1159.074418,MKR,USDC
MKR-USD,Maker,1743.06,4.89934703457407,1159.074418,MKR,USD
ETHFI-USD,ether.fi,1.462,4.8780487804878,1297639.87,ETHFI,USD
ETHFI-USDC,ether.fi,1.462,4.8780487804878,1297639.87,ETHFI,USDC
DRIFT-USDC,Drift Protocol,0.713,4.85294117647059,2192855.62,DRIFT,USDC
DRIFT-USD,Drift Protocol,0.713,4.85294117647059,2192855.62,DRIFT,USD
DIMO-USD,DIMO,0.06909,4.63425715583826,3490499.0,DIMO,USD
DIMO-USDC,DIMO,0.06909,4.63425715583826,3490499.0,DIMO,USDC
GODS-USDC,Gods Unchained,0.16624,4.56003522234103,5192580.88,GODS,USDC
GODS-USD,Gods Unchained,0.16624,4.56003522234103,5192580.88,GODS,USD
ETH-BTC,Ethereum,0.02525,4.38197602315006,3681.58842642,ETH,BTC
NEON-USD,Neon EVM,0.1412,4.2374132585265,3436370.46,NEON,USD
NEON-USDC,Neon EVM,0.1412,4.2374132585265,3436370.46,NEON,USDC
OP-USDC,Optimism,0.785,4.11140583554377,5275520.61,OP,USDC
OP-USD,Optimism,0.785,4.11140583554377,5275520.61,OP,USD
OP-USDT,Optimism,0.79,4.08432147562582,152311.1,OP,USDT
NEAR-USD,NEAR Protocol,2.937,4.03825717321998,1724853.54,NEAR,USD
NEAR-USDC,NEAR Protocol,2.937,4.03825717321998,1724853.54,NEAR,USDC
BNT-USDC,Bancor Network Token,0.7378,3.97406989853439,32137.802113,BNT,USDC
BNT-USD,Bancor Network Token,0.7378,3.97406989853439,32137.802113,BNT,USD
METIS-USDC,Metis,20.48,3.80131779016726,26797.544,METIS,USDC
METIS-USD,Metis,20.48,3.80131779016726,26797.544,METIS,USD
KERNEL-USDC,KernelDAO,0.1898,3.77255330781848,18014299.05,KERNEL,USDC
KERNEL-USD,KernelDAO,0.1898,3.77255330781848,18014299.05,KERNEL,USD
INV-USD,Inverse Finance,28.69,3.76130198915009,2030.4171,INV,USD
INV-USDC,Inverse Finance,28.69,3.76130198915009,2030.4171,INV,USDC
APE-USDT,ApeCoin,0.719,3.75180375180375,583078.41,APE,USDT
APE-EUR,ApeCoin,0.639,3.73376623376623,183203.61,APE,EUR
ETH-EUR,Ethereum,2417.59,3.72628435604143,7643.78044021,ETH,EUR
ZEC-USDC,Zcash,53.2,3.58255451713396,14135.38181225,ZEC,USDC
ZEC-USD,Zcash,53.2,3.58255451713396,14135.38181225,ZEC,USD
ETH-GBP,Ethereum,2024.78,3.57937600073664,5470.42728084,ETH,GBP
XTZ-EUR,Tezos,0.58,3.57142857142857,6274.87,XTZ,EUR
ICP-BTC,Internet Computer,0.0000505,3.48360655737705,2264.235,ICP,BTC
GTC-USDC,Gitcoin,0.3,3.44827586206897,116719.93,GTC,USDC
GTC-USD,Gitcoin,0.3,3.44827586206897,116719.93,GTC,USD
ETH-USDT,Ethereum,2725.15,3.42831768394046,11940.36438219,ETH,USDT
CBETH-USD,Coinbase Wrapped Staked ETH,2997.67,3.3604463125084,854.20599,CBETH,USD
CBETH-USDC,Coinbase Wrapped Staked ETH,2997.67,3.3604463125084,854.20599,CBETH,USDC
ETH-DAI,Ethereum,2726.42,3.32945496992689,603.0568,ETH,DAI
ETH-USDC,Ethereum,2726.31,3.31471404101802,160188.83772408,ETH,USDC
ETH-USD,Ethereum,2726.31,3.31471404101802,160188.83772408,ETH,USD
