Product-ID,Base-Name,Price,Volume 24h
MOG-USDC,Mog Coin,0.00000088,1555784538483.0
MOG-USD,Mog Coin,0.00000088,1555784538483.0
PEPE-USD,Pepe,0.00001192,1410303957804.0
PEPE-USDC,Pepe,0.00001192,1410303957804.0
BONK-USD,Bonk,0.00001579,525279410310.0
BONK-USDC,Bonk,0.00001579,525279410310.0
SHIB-USDC,SHIBA INU,0.00001287,177052424034.0
SHIB-USD,SHIBA INU,0.00001287,177052424034.0
SHIB-EUR,SHIBA INU,0.00001127,42705921179.0
SHIB-GBP,SHIBA INU,0.0000095,9875279494.0
TOSHI-USDC,Toshi,0.0005359,8816180371.0
TOSHI-USD,Toshi,0.0005359,8816180371.0
SHIB-USDT,SHIBA INU,0.0000128,6371479550.0
FLOKI-USD,FLOKI,0.0000825,4239303668.0
FLOKI-USDC,FLOKI,0.0000825,4239303668.0
DOGINME-USDC,doginme,0.0005889,1084194846.0
DOGINME-USD,doginme,0.0005889,1084194846.0
MOBILE-USDC,Helium Mobile,0.000383,788237906.0
MOBILE-USD,Helium Mobile,0.000383,788237906.0
DEGEN-USDC,Degen,0.004533,615210381.0
DEGEN-USD,Degen,0.004533,615210381.0
XCN-USDC,Onyxcoin,0.0155,576964277.7
XCN-USD,Onyxcoin,0.0155,576964277.7
SPELL-USDC,Spell Token,0.0005365,415312694.0
SPELL-USD,Spell Token,0.0005365,415312694.0
B3-USD,B3 (Base),0.003074,402224352.0
B3-USDC,B3 (Base),0.003074,402224352.0
ZORA-USD,Zora,0.01186,356101001.0
ZORA-USDC,Zora,0.01186,356101001.0
TURBO-USD,Turbo,0.004104,285735284.0
TURBO-USDC,Turbo,0.004104,285735284.0
PENGU-USDC,Pudgy Penguins,0.01013,231641310.0
PENGU-USD,Pudgy Penguins,0.01013,231641310.0
JASMY-USDC,Jasmy,0.01452,193353861.0
JASMY-USD,Jasmy,0.01452,193353861.0
AMP-USD,Amp,0.00403,181787645.0
AMP-USDC,Amp,0.00403,181787645.0
DOGE-USD,Dogecoin,0.18899,94448738.1
DOGE-USDC,Dogecoin,0.18899,94448738.1
KEYCAT-USD,Keyboard Cat,0.004337,90113581.0
KEYCAT-USDC,Keyboard Cat,0.004337,90113581.0
SPA-USDC,Sperax,0.015966,83784889.0
SPA-USD,Sperax,0.015966,83784889.0
MOODENG-USDC,Moo Deng,0.1955,81750056.7
MOODENG-USD,Moo Deng,0.1955,81750056.7
GIGA-USD,Gigachad,0.02219,78529932.7
GIGA-USDC,Gigachad,0.02219,78529932.7
VTHO-USDC,VeThor Token,0.002113,62011507.0
VTHO-USD,VeThor Token,0.002113,62011507.0
VET-USDC,vechain,0.02379,57331884.0
VET-USD,vechain,0.02379,57331884.0
HBAR-USD,Hedera,0.16805,49700122.5
HBAR-USDC,Hedera,0.16805,49700122.5
NCT-USDC,PolySwarm,0.01968,47399261.0
NCT-USD,PolySwarm,0.01968,47399261.0
SWFTC-USD,SwftCoin,0.01249,42616148.0
SWFTC-USDC,SwftCoin,0.01249,42616148.0
SHPING-USD,SHPING,0.00602,40689894.0
SHPING-USDC,SHPING,0.00602,40689894.0
XRP-USDC,XRP,2.2085,40483808.733113
XRP-USD,XRP,2.2085,40483808.733113
L3-USD,Layer3,0.06938,40469341.0
L3-USDC,Layer3,0.06938,40469341.0
RSR-USD,Reserve Rights,0.006886,38919868.0
RSR-USDC,Reserve Rights,0.006886,38919868.0
XLM-USD,Stellar Lumens,0.267242,38594982.25093292
