Product-ID,Base-Name,Price,Volume 24h
MOG-USD,Mog Coin,0.00000091,4046425362045.0
MOG-USDC,Mog Coin,0.00000091,4046425362045.0
PEPE-USDC,Pepe,0.00001134,3374406908016.0
PEPE-USD,Pepe,0.00001134,3374406908016.0
BONK-USD,Bonk,0.00001582,888537308018.0
BONK-USDC,Bonk,0.00001582,888537308018.0
SHIB-USD,SHIBA INU,0.00001257,584506939370.0
SHIB-USDC,SHIBA INU,0.00001257,584506939370.0
SHIB-EUR,SHIBA INU,0.00001109,126627790445.0
SHIB-GBP,SHIBA INU,0.00000935,43206150565.0
SHIB-USDT,SHIBA INU,0.0000125,33457947027.0
TOSHI-USD,Toshi,0.000532,19009467365.0
TOSHI-USDC,Toshi,0.000532,19009467365.0
FLOKI-USDC,FLOKI,0.0000804,8478331320.0
FLOKI-USD,FLOKI,0.0000804,8478331320.0
DOGINME-USDC,doginme,0.0006282,2272350482.0
DOGINME-USD,doginme,0.0006282,2272350482.0
SPELL-USD,Spell Token,0.00052,1350887706.0
SPELL-USDC,Spell Token,0.00052,1350887706.0
B3-USDC,B3 (Base),0.003238,1200471709.0
B3-USD,B3 (Base),0.003238,1200471709.0
MOBILE-USDC,Helium Mobile,0.000397,1116237682.0
MOBILE-USD,Helium Mobile,0.000397,1116237682.0
DEGEN-USD,Degen,0.004241,1026182664.0
DEGEN-USDC,Degen,0.004241,1026182664.0
TURBO-USD,Turbo,0.004034,726153978.0
TURBO-USDC,Turbo,0.004034,726153978.0
PENGU-USD,Pudgy Penguins,0.0099,391658893.0
PENGU-USDC,Pudgy Penguins,0.0099,391658893.0
XCN-USDC,Onyxcoin,0.01603,380447151.7
XCN-USD,Onyxcoin,0.01603,380447151.7
DOGE-USD,Dogecoin,0.19006,354068455.3
DOGE-USDC,Dogecoin,0.19006,354068455.3
JASMY-USDC,Jasmy,0.01513,329421411.0
JASMY-USD,Jasmy,0.01513,329421411.0
AMP-USDC,Amp,0.00399,294366375.0
AMP-USD,Amp,0.00399,294366375.0
WELL-USDC,Moonwell,0.03834,269706512.0
WELL-USD,Moonwell,0.03834,269706512.0
GIGA-USDC,Gigachad,0.02102,242433288.6
GIGA-USD,Gigachad,0.02102,242433288.6
VTHO-USDC,VeThor Token,0.002095,212030365.0
VTHO-USD,VeThor Token,0.002095,212030365.0
MOODENG-USDC,Moo Deng,0.1982,178215972.69
MOODENG-USD,Moo Deng,0.1982,178215972.69
HBAR-USD,Hedera,0.16367,169670041.7
HBAR-USDC,Hedera,0.16367,169670041.7
KEYCAT-USDC,Keyboard Cat,0.004196,161880410.0
KEYCAT-USD,Keyboard Cat,0.004196,161880410.0
ZORA-USD,Zora,0.00956,115522427.0
ZORA-USDC,Zora,0.00956,115522427.0
XLM-USDC,Stellar Lumens,0.262728,98580413.70334111
XLM-USD,Stellar Lumens,0.262728,98580413.70334111
XRP-USD,XRP,2.1391,96609270.363644
XRP-USDC,XRP,2.1391,96609270.363644
SWFTC-USDC,SwftCoin,0.012741,96102104.0
SWFTC-USD,SwftCoin,0.012741,96102104.0
VET-USD,vechain,0.02366,93046536.0
VET-USDC,vechain,0.02366,93046536.0
ACH-USD,Alchemy Pay,0.021285,87885145.2
ACH-USDC,Alchemy Pay,0.021285,87885145.2
CRO-USDC,Cronos,0.107,84383029.7
CRO-USD,Cronos,0.107,84383029.7
RSR-USDC,Reserve Rights,0.006956,74248471.0
RSR-USD,Reserve Rights,0.006956,74248471.0
USDT-USD,Tether,1.00044,68539760.62
FLR-USD,Flare,0.01719,64943075.0
FLR-USDC,Flare,0.01719,64943075.0
SWELL-USD,SWELL,0.00919,56738805.0
SWELL-USDC,SWELL,0.00919,56738805.0
NKN-USDC,NKN,0.0294,54010329.1
NKN-USD,NKN,0.0294,54010329.1
ADA-USDC,Cardano,0.6697,46947541.36430937
ADA-USD,Cardano,0.6697,46947541.36430937
GST-USD,Green Satoshi Token,0.007793,45789307.42
GST-USDC,Green Satoshi Token,0.007793,45789307.42
ACS-USDC,Access,0.0012804,43479705.0
ACS-USD,Access,0.0012804,43479705.0
ALGO-USDC,Algorand,0.1911,42235641.1
ALGO-USD,Algorand,0.1911,42235641.1
SKL-USD,SKALE,0.0211,38215757.4
SKL-USDC,SKALE,0.0211,38215757.4
POPCAT-USD,Popcat (SOL),0.3463,38066131.23
POPCAT-USDC,Popcat (SOL),0.3463,38066131.23
OGN-USD,Origin Token,0.0602,36730078.87
OGN-USDC,Origin Token,0.0602,36730078.87
ATH-USDC,Aethir,0.05026,36107603.0
ATH-USD,Aethir,0.05026,36107603.0
NCT-USD,PolySwarm,0.01904,34507399.0
NCT-USDC,PolySwarm,0.01904,34507399.0
ROSE-USDC,Oasis Network,0.0283,33299854.9
ROSE-USD,Oasis Network,0.0283,33299854.9
ARPA-USDC,ARPA Chain,0.0241,32672713.8
ARPA-USD,ARPA Chain,0.0241,32672713.8
GRT-USDC,The Graph,0.0925,32652826.21
GRT-USD,The Graph,0.0925,32652826.21
CELR-USDC,Celer Network,0.00796,31191026.0
CELR-USD,Celer Network,0.00796,31191026.0
VOXEL-USDC,Voxies,0.0588,30879477.74
VOXEL-USD,Voxies,0.0588,30879477.74
SXT-USD,Space and Time,0.1012,30593793.8
SXT-USDC,Space and Time,0.1012,30593793.8
XYO-USD,XYO,0.01081,30047771.7
XYO-USDC,XYO,0.01081,30047771.7
ONDO-USD,Ondo Finance,0.80808,29551737.67
ONDO-USDC,Ondo Finance,0.80808,29551737.67
IDEX-USDC,IDEX,0.0232,28940783.8
IDEX-USD,IDEX,0.0232,28940783.8
COOKIE-USD,Cookie DAO,0.21576,27968409.1
COOKIE-USDC,Cookie DAO,0.21576,27968409.1
FORT-USDC,Forta,0.0681,27957043.0
FORT-USD,Forta,0.0681,27957043.0
FAI-USD,Freysa,0.01658,27956721.0
FAI-USDC,Freysa,0.01658,27956721.0
HBAR-USDT,Hedera,0.16357,27699679.5
ANKR-USD,Ankr,0.01589,26492895.0
ANKR-USDC,Ankr,0.01589,26492895.0
USDC-EUR,USDC,0.8819,25495734.41
VARA-USDC,Vara,0.0056,24950514.0
VARA-USD,Vara,0.0056,24950514.0
SPA-USD,Sperax,0.015832,24553368.0
SPA-USDC,Sperax,0.015832,24553368.0
BLAST-USD,Blast,0.00279,23633303.0
BLAST-USDC,Blast,0.00279,23633303.0
SUI-USDC,SUI,3.167,23214716.6
SUI-USD,SUI,3.167,23214716.6
REZ-USDC,Renzo,0.01079,21649423.0
REZ-USD,Renzo,0.01079,21649423.0
GODS-USDC,Gods Unchained,0.16283,20643354.29
GODS-USD,Gods Unchained,0.16283,20643354.29
AERGO-USDC,Aergo,0.1237,20498567.8
AERGO-USD,Aergo,0.1237,20498567.8
PNUT-USD,Peanut the Squirrel,0.2532,20060314.47
PNUT-USDC,Peanut the Squirrel,0.2532,20060314.47
OXT-USDC,Orchid,0.054,19145493.0
OXT-USD,Orchid,0.054,19145493.0
HONEY-USD,Hivemapper,0.025,18331244.6
HONEY-USDC,Hivemapper,0.025,18331244.6
SYRUP-USD,Maple Finance,0.3329,17352519.0
SYRUP-USDC,Maple Finance,0.3329,17352519.0
FET-USD,Artificial Superintelligence Alliance,0.7267,16925531.8
FET-USDC,Artificial Superintelligence Alliance,0.7267,16925531.8
ARB-USDC,Arbitrum,0.3293,16838444.47
ARB-USD,Arbitrum,0.3293,16838444.47
BLZ-USD,Bluzelle,0.0379,16282121.1
BLZ-USDC,Bluzelle,0.0379,16282121.1
SEI-USD,Sei,0.191,15887530.5
SEI-USDC,Sei,0.191,15887530.5
DOGE-USDT,Dogecoin,0.1898,15690830.6
COTI-USD,COTI,0.0574,15239673.3
COTI-USDC,COTI,0.0574,15239673.3
SHPING-USD,SHPING,0.005714,14873581.0
SHPING-USDC,SHPING,0.005714,14873581.0
CRV-USD,Curve DAO Token,0.6508,13697082.85
CRV-USDC,Curve DAO Token,0.6508,13697082.85
HFT-USDC,Hashflow,0.058,13538776.53
HFT-USD,Hashflow,0.058,13538776.53
WIF-USD,dogwifhat,0.822,13249500.97
WIF-USDC,dogwifhat,0.822,13249500.97
RARE-USD,SuperRare,0.0542,13142096.6
RARE-USDC,SuperRare,0.0542,13142096.6
CLV-USDC,Clover Finance,0.0249,12902770.08
CLV-USD,Clover Finance,0.0249,12902770.08
AIOZ-USDC,AIOZ Network,0.3529,11814061.5
AIOZ-USD,AIOZ Network,0.3529,11814061.5
VELO-USD,Velodrome Finance,0.05089,11146182.3
VELO-USDC,Velodrome Finance,0.05089,11146182.3
PYTH-USDC,Pyth Network,0.1138,11019718.5
PYTH-USD,Pyth Network,0.1138,11019718.5
ASM-USDC,Assemble AI,0.01914,10912086.0
ASM-USD,Assemble AI,0.01914,10912086.0
DOGE-EUR,Dogecoin,0.1678,10878746.8
AERO-USD,Aerodrome Finance,0.51091,10785666.5
AERO-USDC,Aerodrome Finance,0.51091,10785666.5
LRC-USDC,Loopring,0.0854,9870183.432461
LRC-USD,Loopring,0.0854,9870183.432461
KERNEL-USDC,KernelDAO,0.146,9561131.31
KERNEL-USD,KernelDAO,0.146,9561131.31
ALEPH-USD,Aleph Cloud,0.0622,9070366.2
ALEPH-USDC,Aleph Cloud,0.0622,9070366.2
QI-USDC,BENQI,0.00725,9041495.0
QI-USD,BENQI,0.00725,9041495.0
EDGE-USDC,Definitive,0.09303,8247247.3
EDGE-USD,Definitive,0.09303,8247247.3
TRU-USDC,TrueFi,0.0354,8124724.7
TRU-USD,TrueFi,0.0354,8124724.7
BIGTIME-USD,Big Time,0.06082,7966700.0
BIGTIME-USDC,Big Time,0.06082,7966700.0
KARRAT-USD,Karrat,0.0539,7654461.57
KARRAT-USDC,Karrat,0.0539,7654461.57
DOGE-GBP,Dogecoin,0.1412,7358702.0
GMT-USD,STEPN,0.0495,7293207.57
GMT-USDC,STEPN,0.0495,7293207.57
ZK-USDC,ZKsync,0.05228,7198537.8
ZK-USD,ZKsync,0.05228,7198537.8
00-USD,00 Token,0.0171,6976701.81
00-USDC,00 Token,0.0171,6976701.81
PROMPT-USDC,Wayfinder,0.17527,6830708.6
PROMPT-USD,Wayfinder,0.17527,6830708.6
SAFE-USD,Safe,0.5377,6792799.4
SAFE-USDC,Safe,0.5377,6792799.4
AST-USDC,AirSwap,0.0377,6296259.1
AST-USD,AirSwap,0.0377,6296259.1
MATH-USD,MATH,0.1166,6275815.5
MATH-USDC,MATH,0.1166,6275815.5
LPT-USD,Livepeer,11.38,6175906.581
LPT-USDC,Livepeer,11.38,6175906.581
A8-USD,Ancient8,0.1258,6147382.92
A8-USDC,Ancient8,0.1258,6147382.92
PIRATE-USDC,Pirate Nation Token,0.0513,6134012.8
PIRATE-USD,Pirate Nation Token,0.0513,6134012.8
LDO-USDC,Lido DAO Token,0.829,6061143.47
LDO-USD,Lido DAO Token,0.829,6061143.47
FIDA-USD,Bonfida,0.0681,6037910.51
FIDA-USDC,Bonfida,0.0681,6037910.51
EURC-USDC,EURC,1.1338,5873221.0
POND-USD,Marlin,0.00928,5767379.0
POND-USDC,Marlin,0.00928,5767379.0
OP-USDC,Optimism,0.628,5310592.08
OP-USD,Optimism,0.628,5310592.08
CHZ-USD,Chiliz,0.0385,5280594.1
CHZ-USDC,Chiliz,0.0385,5280594.1
DNT-USD,district0x,0.0277,5245302.0
DNT-USDC,district0x,0.0277,5245302.0
POL-USDC,Polygon Ecosystem Token,0.2062,4855099.87
POL-USD,Polygon Ecosystem Token,0.2062,4855099.87
STRK-USDC,Starknet Token,0.132,4840352.49
STRK-USD,Starknet Token,0.132,4840352.49
IMX-USDC,Immutable,0.5396,4700364.3
IMX-USD,Immutable,0.5396,4700364.3
PRCL-USDC,Parcl,0.0902,4696847.2
PRCL-USD,Parcl,0.0902,4696847.2
SUKU-USDC,SUKU,0.0302,4652456.0
SUKU-USD,SUKU,0.0302,4652456.0
MATIC-USD,Polygon,0.2061,4492823.3
MATIC-USDC,Polygon,0.2061,4492823.3
T-USDC,Threshold,0.01518,4487804.0
T-USD,Threshold,0.01518,4487804.0
MAGIC-USDC,MAGIC,0.1323,4387347.29
MAGIC-USD,MAGIC,0.1323,4387347.29
SYN-USD,Synapse,0.163,4251330.05
SYN-USDC,Synapse,0.163,4251330.05
CVC-USDC,Civic,0.1299,4041067.0
CVC-USD,Civic,0.1299,4041067.0
STX-USDC,Stacks,0.7242,3942308.23
STX-USD,Stacks,0.7242,3942308.23
SUSHI-USD,SushiSwap,0.6386,3851860.3
SUSHI-USDC,SushiSwap,0.6386,3851860.3
GRT-EUR,The Graph,0.0812,3734451.48
USDT-GBP,Tether,0.7438,3672022.2
SUPER-USD,SuperVerse,0.65554,3596297.57
SUPER-USDC,SuperVerse,0.65554,3596297.57
SAND-USDC,The Sandbox,0.268,3570148.4
SAND-USD,The Sandbox,0.268,3570148.4
ALGO-EUR,Algorand,0.1686,3519559.0
USDT-USDC,Tether,1.0004,3518597.88
MANA-USD,Decentraland,0.2708,3449260.16
MANA-USDC,Decentraland,0.2708,3449260.16
USDC-GBP,USDC,0.7435,3407874.58
IOTX-USDC,IoTeX,0.02592,3326565.0
IOTX-USD,IoTeX,0.02592,3326565.0
BOBA-USDC,Boba Network,0.0912,3256341.0
BOBA-USD,Boba Network,0.0912,3256341.0
FOX-USDC,Shapeshift FOX Token,0.028,3256240.1
