Product-ID,Base-Name,Price,Volume 24h
MOG-USDC,Mog Coin,0.00000097,2552612703511.0
MOG-USD,Mog Coin,0.00000097,2552612703511.0
PEPE-USDC,Pepe,0.00001242,2176787945570.0
PEPE-USD,Pepe,0.00001242,2176787945570.0
BONK-USD,Bonk,0.00001697,501596137640.0
BONK-USDC,Bonk,0.00001697,501596137640.0
SHIB-USD,SHIBA INU,0.00001314,219231927721.0
SHIB-USDC,SHIBA INU,0.00001314,219231927721.0
SHIB-EUR,SHIBA INU,0.00001154,34296179161.0
TOSHI-USD,Toshi,0.0005648,10986798855.0
TOSHI-USDC,Toshi,0.0005648,10986798855.0
SHIB-USDT,SHIBA INU,0.0000131,10669910136.0
SHIB-GBP,SHIBA INU,0.00000971,6864107759.0
FLOKI-USD,FLOKI,0.0000874,2986111848.0
FLOKI-USDC,FLOKI,0.0000874,2986111848.0
DOGINME-USD,doginme,0.0006328,1209688376.0
DOGINME-USDC,doginme,0.0006328,1209688376.0
MOBILE-USD,Helium Mobile,0.000402,925348134.0
MOBILE-USDC,Helium Mobile,0.000402,925348134.0
DEGEN-USD,Degen,0.004627,633812682.0
DEGEN-USDC,Degen,0.004627,633812682.0
B3-USD,B3 (Base),0.003196,402742230.0
B3-USDC,B3 (Base),0.003196,402742230.0
XCN-USD,Onyxcoin,0.01696,387012720.5
XCN-USDC,Onyxcoin,0.01696,387012720.5
PENGU-USDC,Pudgy Penguins,0.01044,343082123.0
PENGU-USD,Pudgy Penguins,0.01044,343082123.0
TURBO-USDC,Turbo,0.004342,266393760.0
TURBO-USD,Turbo,0.004342,266393760.0
SPELL-USD,Spell Token,0.0005422,247600865.0
SPELL-USDC,Spell Token,0.0005422,247600865.0
MOODENG-USDC,Moo Deng,0.2093,184585239.0
MOODENG-USD,Moo Deng,0.2093,184585239.0
JASMY-USDC,Jasmy,0.01502,154653838.0
JASMY-USD,Jasmy,0.01502,154653838.0
DOGE-USDC,Dogecoin,0.19571,128699754.1
DOGE-USD,Dogecoin,0.19571,128699754.1
GIGA-USDC,Gigachad,0.02353,110753158.4
GIGA-USD,Gigachad,0.02353,110753158.4
VTHO-USD,VeThor Token,0.002198,104852417.0
VTHO-USDC,VeThor Token,0.002198,104852417.0
AMP-USDC,Amp,0.00415,103210181.0
AMP-USD,Amp,0.00415,103210181.0
ZORA-USDC,Zora,0.0103,90083363.0
ZORA-USD,Zora,0.0103,90083363.0
KEYCAT-USD,Keyboard Cat,0.004566,82109008.0
KEYCAT-USDC,Keyboard Cat,0.004566,82109008.0
L3-USD,Layer3,0.072,72020497.9
L3-USDC,Layer3,0.072,72020497.9
RSR-USD,Reserve Rights,0.007336,71218956.0
RSR-USDC,Reserve Rights,0.007336,71218956.0
SHPING-USD,SHPING,0.005905,66839940.0
SHPING-USDC,SHPING,0.005905,66839940.0
XRP-USD,XRP,2.2588,55774162.655877
XRP-USDC,XRP,2.2588,55774162.655877
VET-USD,vechain,0.02497,54893149.0
VET-USDC,vechain,0.02497,54893149.0
USDT-USD,Tether,1.00067,53075195.59
SWFTC-USDC,SwftCoin,0.012813,51963221.0
SWFTC-USD,SwftCoin,0.012813,51963221.0
HBAR-USD,Hedera,0.17347,51102249.8
HBAR-USDC,Hedera,0.17347,51102249.8
XLM-USD,Stellar Lumens,0.275216,49895777.92258129
XLM-USDC,Stellar Lumens,0.275216,49895777.92258129
FLR-USDC,Flare,0.0183,46856260.0
FLR-USD,Flare,0.0183,46856260.0
ACS-USD,Access,0.0012684,34954640.0
ACS-USDC,Access,0.0012684,34954640.0
WELL-USDC,Moonwell,0.035995,34476091.0
WELL-USD,Moonwell,0.035995,34476091.0
ADA-USDC,Cardano,0.6976,28049270.10707564
ADA-USD,Cardano,0.6976,28049270.10707564
SYRUP-USDC,Maple Finance,0.4182,27531889.2
SYRUP-USD,Maple Finance,0.4182,27531889.2
SWELL-USDC,SWELL,0.00957,27488912.0
SWELL-USD,SWELL,0.00957,27488912.0
VARA-USDC,Vara,0.00611,27273043.0
VARA-USD,Vara,0.00611,27273043.0
USDC-EUR,USDC,0.8784,26815492.23
SPA-USDC,Sperax,0.014673,26209771.0
SPA-USD,Sperax,0.014673,26209771.0
BLAST-USD,Blast,0.00291,21193646.0
BLAST-USDC,Blast,0.00291,21193646.0
ACH-USDC,Alchemy Pay,0.02209,20827343.2
ACH-USD,Alchemy Pay,0.02209,20827343.2
COOKIE-USDC,Cookie DAO,0.23323,19596921.1
COOKIE-USD,Cookie DAO,0.23323,19596921.1
WIF-USD,dogwifhat,0.979,19492763.49
WIF-USDC,dogwifhat,0.979,19492763.49
ROSE-USDC,Oasis Network,0.03018,17518222.7
ROSE-USD,Oasis Network,0.03018,17518222.7
REZ-USD,Renzo,0.01169,17239339.0
REZ-USDC,Renzo,0.01169,17239339.0
FET-USDC,Artificial Superintelligence Alliance,0.8276,17202841.7
FET-USD,Artificial Superintelligence Alliance,0.8276,17202841.7
SKL-USD,SKALE,0.0223,17165226.0
SKL-USDC,SKALE,0.0223,17165226.0
POPCAT-USDC,Popcat (SOL),0.3785,16247003.7
POPCAT-USD,Popcat (SOL),0.3785,16247003.7
NKN-USD,NKN,0.0306,13741156.6
NKN-USDC,NKN,0.0306,13741156.6
ATH-USDC,Aethir,0.05113,13713477.0
ATH-USD,Aethir,0.05113,13713477.0
XYO-USD,XYO,0.01116,13390574.2
XYO-USDC,XYO,0.01116,13390574.2
SUI-USD,SUI,3.2841,11359993.2
SUI-USDC,SUI,3.2841,11359993.2
ONDO-USD,Ondo Finance,0.85659,11320700.17
ONDO-USDC,Ondo Finance,0.85659,11320700.17
PNUT-USD,Peanut the Squirrel,0.2761,11232526.3
PNUT-USDC,Peanut the Squirrel,0.2761,11232526.3
CRO-USDC,Cronos,0.1015,10435833.0
CRO-USD,Cronos,0.1015,10435833.0
ASM-USDC,Assemble AI,0.02135,10411691.0
ASM-USD,Assemble AI,0.02135,10411691.0
PIRATE-USDC,Pirate Nation Token,0.0542,10149596.0
PIRATE-USD,Pirate Nation Token,0.0542,10149596.0
ANKR-USDC,Ankr,0.01704,10021987.0
ANKR-USD,Ankr,0.01704,10021987.0
GST-USDC,Green Satoshi Token,0.00778,9879577.27
GST-USD,Green Satoshi Token,0.00778,9879577.27
SXT-USDC,Space and Time,0.1039,9664469.2
SXT-USD,Space and Time,0.1039,9664469.2
ARB-USD,Arbitrum,0.3646,9569627.37
ARB-USDC,Arbitrum,0.3646,9569627.37
ZK-USD,ZKsync,0.05916,9203002.8
ZK-USDC,ZKsync,0.05916,9203002.8
ALGO-USD,Algorand,0.2002,9197999.3
ALGO-USDC,Algorand,0.2002,9197999.3
GRT-USD,The Graph,0.099,8703194.52
GRT-USDC,The Graph,0.099,8703194.52
NCT-USD,PolySwarm,0.01926,8571780.0
NCT-USDC,PolySwarm,0.01926,8571780.0
GODS-USDC,Gods Unchained,0.14145,8347805.83
GODS-USD,Gods Unchained,0.14145,8347805.83
BIGTIME-USDC,Big Time,0.06513,8302731.0
BIGTIME-USD,Big Time,0.06513,8302731.0
QI-USDC,BENQI,0.008065,8246025.0
QI-USD,BENQI,0.008065,8246025.0
RARE-USDC,SuperRare,0.0603,8093679.3
RARE-USD,SuperRare,0.0603,8093679.3
ME-USDC,Magic Eden,1.069,8053187.63
ME-USD,Magic Eden,1.069,8053187.63
