Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
ZORA-USD,Zora,0.0113,13.0,ZORA,USD
ZORA-USDC,Zora,0.0113,13.0,ZORA,USDC
MASK-USDT,Mask Network,1.87,11.97604790419162,MASK,USDT
MASK-EUR,Mask Network,1.63,11.64383561643836,MASK,EUR
QNT-USD,Quant,105.63,11.45932257043368,QNT,USD
QNT-USDC,Quant,105.63,11.45932257043368,QNT,USDC
QNT-USDT,Quant,105.08,11.24285411814525,QNT,USDT
MASK-GBP,Mask Network,1.369,10.76051779935275,MASK,GBP
PNG-USDC,Pangolin,0.19551,10.14647887323944,PNG,USDC
PNG-USD,Pangolin,0.19551,10.14647887323944,PNG,USD
MASK-USD,Mask Network,1.85,10.11904761904762,MASK,USD
MASK-USDC,Mask Network,1.85,10.11904761904762,MASK,USDC
OCEAN-USDC,Ocean Protocol,0.3963,8.96343139950509,OCEAN,USDC
OCEAN-USD,Ocean Protocol,0.3963,8.96343139950509,OCEAN,USD
ALEPH-USDC,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USDC
ALEPH-USD,Aleph Cloud,0.0714,8.34597875569044,ALEPH,USD
TOSHI-USDC,Toshi,0.0007235,7.9689598567378,TOSHI,USDC
TOSHI-USD,Toshi,0.0007235,7.9689598567378,TOSHI,USD
ATH-USDC,Aethir,0.05315,7.50404530744337,ATH,USDC
ATH-USD,Aethir,0.05315,7.50404530744337,ATH,USD
KAITO-USD,Kaito,2.0315,6.50623885918004,KAITO,USD
KAITO-USDC,Kaito,2.0315,6.50623885918004,KAITO,USDC
UNI-GBP,Uniswap,4.77,5.53097345132743,UNI,GBP
TRAC-USD,OriginTrail,0.479,4.97479728248959,TRAC,USD
TRAC-USDC,OriginTrail,0.479,4.97479728248959,TRAC,USDC
INV-USDC,Inverse Finance,28.79,4.9198250728863,INV,USDC
INV-USD,Inverse Finance,28.79,4.9198250728863,INV,USD
UNI-EUR,Uniswap,5.67,4.80591497227357,UNI,EUR
UNI-USDC,Uniswap,6.465,4.71331389698737,UNI,USDC
UNI-USD,Uniswap,6.465,4.71331389698737,UNI,USD
SYN-USD,Synapse,0.231,4.52488687782805,SYN,USD
SYN-USDC,Synapse,0.231,4.52488687782805,SYN,USDC
SAFE-USD,Safe,0.5669,4.2287185144328,SAFE,USD
SAFE-USDC,Safe,0.5669,4.2287185144328,SAFE,USDC
DOGINME-USD,doginme,0.0007832,4.13508841909321,DOGINME,USD
DOGINME-USDC,doginme,0.0007832,4.13508841909321,DOGINME,USDC
UNI-BTC,Uniswap,0.0000591,4.04929577464789,UNI,BTC
TRB-USDC,Tellor,32.98,3.67808865136749,TRB,USDC
TRB-USD,Tellor,32.98,3.67808865136749,TRB,USD
WCFG-USDC,Wrapped Centrifuge,0.236,3.50877192982456,WCFG,USDC
WCFG-USD,Wrapped Centrifuge,0.236,3.50877192982456,WCFG,USD
BADGER-USDC,Badger DAO,1.23,3.36134453781513,BADGER,USDC
BADGER-USD,Badger DAO,1.23,3.36134453781513,BADGER,USD
ROSE-USDT,Oasis Network,0.0331,3.11526479750779,ROSE,USDT
FET-USDT,Artificial Superintelligence Alliance,0.8675,3.05298170586838,FET,USDT
L3-USD,Layer3,0.05118,3.04006442520636,L3,USD
L3-USDC,Layer3,0.05118,3.04006442520636,L3,USDC
