Product-ID,Base-Name,Price,Volume 24h
MOG-USDC,Mog Coin,0.00000088,3525949489424.0
MOG-USD,Mog Coin,0.00000088,3525949489424.0
PEPE-USD,Pepe,0.00001166,3246777910238.0
PEPE-USDC,Pepe,0.00001166,3246777910238.0
BONK-USD,Bonk,0.00001628,904682110788.0
BONK-USDC,Bonk,0.00001628,904682110788.0
SHIB-USDC,SHIBA INU,0.00001275,600367446314.0
SHIB-USD,SHIBA INU,0.00001275,600367446314.0
SHIB-EUR,SHIBA INU,0.00001122,139293226763.0
SHIB-GBP,SHIBA INU,0.00000946,55423962063.0
SHIB-USDT,SHIBA INU,0.0000127,32914451513.0
TOSHI-USD,Toshi,0.000545,16348288951.0
TOSHI-USDC,Toshi,0.000545,16348288951.0
FLOKI-USD,FLOKI,0.0000826,8388538765.0
FLOKI-USDC,FLOKI,0.0000826,8388538765.0
DOGINME-USD,doginme,0.00063,2404734082.0
DOGINME-USDC,doginme,0.00063,2404734082.0
B3-USD,B3 (Base),0.003192,1444125948.0
B3-USDC,B3 (Base),0.003192,1444125948.0
SPELL-USDC,Spell Token,0.0005061,1440348241.0
SPELL-USD,Spell Token,0.0005061,1440348241.0
MOBILE-USD,Helium Mobile,0.000397,1378825501.0
MOBILE-USDC,Helium Mobile,0.000397,1378825501.0
DEGEN-USDC,Degen,0.004276,1031707725.0
DEGEN-USD,Degen,0.004276,1031707725.0
TURBO-USD,Turbo,0.004129,794861121.0
TURBO-USDC,Turbo,0.004129,794861121.0
XCN-USDC,Onyxcoin,0.01647,392870456.6
XCN-USD,Onyxcoin,0.01647,392870456.6
PENGU-USD,Pudgy Penguins,0.0103,374376082.0
PENGU-USDC,Pudgy Penguins,0.0103,374376082.0
AMP-USD,Amp,0.00402,363402595.0
AMP-USDC,Amp,0.00402,363402595.0
JASMY-USD,Jasmy,0.01506,355179955.0
JASMY-USDC,Jasmy,0.01506,355179955.0
DOGE-USD,Dogecoin,0.19326,346058594.7
DOGE-USDC,Dogecoin,0.19326,346058594.7
GIGA-USDC,Gigachad,0.02124,269863541.7
GIGA-USD,Gigachad,0.02124,269863541.7
WELL-USDC,Moonwell,0.040101,265605680.0
WELL-USD,Moonwell,0.040101,265605680.0
VTHO-USDC,VeThor Token,0.002042,222831743.0
VTHO-USD,VeThor Token,0.002042,222831743.0
KEYCAT-USD,Keyboard Cat,0.004256,178592829.0
KEYCAT-USDC,Keyboard Cat,0.004256,178592829.0
MOODENG-USDC,Moo Deng,0.1991,178352853.83
MOODENG-USD,Moo Deng,0.1991,178352853.83
HBAR-USD,Hedera,0.16665,153097832.2
HBAR-USDC,Hedera,0.16665,153097832.2
ZORA-USD,Zora,0.00959,144230775.0
ZORA-USDC,Zora,0.00959,144230775.0
ACH-USDC,Alchemy Pay,0.021046,102098680.3
ACH-USD,Alchemy Pay,0.021046,102098680.3
XLM-USD,Stellar Lumens,0.264819,102062598.64372192
XLM-USDC,Stellar Lumens,0.264819,102062598.64372192
SWFTC-USD,SwftCoin,0.012694,101570985.0
SWFTC-USDC,SwftCoin,0.012694,101570985.0
XRP-USD,XRP,2.1369,100053999.402366
XRP-USDC,XRP,2.1369,100053999.402366
VET-USDC,vechain,0.02385,92208674.0
VET-USD,vechain,0.02385,92208674.0
RSR-USDC,Reserve Rights,0.006978,74295025.0
RSR-USD,Reserve Rights,0.006978,74295025.0
USDT-USD,Tether,1.0004,72182205.13
FLR-USDC,Flare,0.01763,68428298.0
FLR-USD,Flare,0.01763,68428298.0
NKN-USDC,NKN,0.0287,66941865.4
NKN-USD,NKN,0.0287,66941865.4
ACS-USDC,Access,0.0012814,62870028.0
ACS-USD,Access,0.0012814,62870028.0
SWELL-USD,SWELL,0.00896,62677356.0
SWELL-USDC,SWELL,0.00896,62677356.0
ALGO-USD,Algorand,0.1922,55651124.5
ALGO-USDC,Algorand,0.1922,55651124.5
CRO-USDC,Cronos,0.0995,50961358.7
CRO-USD,Cronos,0.0995,50961358.7
ADA-USD,Cardano,0.6854,48397709.02962474
ADA-USDC,Cardano,0.6854,48397709.02962474
GST-USDC,Green Satoshi Token,0.007873,41736979.32
GST-USD,Green Satoshi Token,0.007873,41736979.32
POPCAT-USD,Popcat (SOL),0.3543,39224721.04
POPCAT-USDC,Popcat (SOL),0.3543,39224721.04
FAI-USD,Freysa,0.01694,37924276.0
FAI-USDC,Freysa,0.01694,37924276.0
AERGO-USD,Aergo,0.1217,36691033.9
AERGO-USDC,Aergo,0.1217,36691033.9
SKL-USDC,SKALE,0.0207,36414289.4
SKL-USD,SKALE,0.0207,36414289.4
GRT-USD,The Graph,0.0921,35748406.49
GRT-USDC,The Graph,0.0921,35748406.49
OGN-USD,Origin Token,0.06754,33912964.49
OGN-USDC,Origin Token,0.06754,33912964.49
ATH-USD,Aethir,0.04909,33874852.0
ATH-USDC,Aethir,0.04909,33874852.0
BLAST-USD,Blast,0.00274,33120304.0
BLAST-USDC,Blast,0.00274,33120304.0
FORT-USDC,Forta,0.067,32531396.64
FORT-USD,Forta,0.067,32531396.64
SXT-USDC,Space and Time,0.0985,31306990.0
SXT-USD,Space and Time,0.0985,31306990.0
ONDO-USDC,Ondo Finance,0.81344,30371554.9
ONDO-USD,Ondo Finance,0.81344,30371554.9
XYO-USDC,XYO,0.01095,30335643.9
XYO-USD,XYO,0.01095,30335643.9
COOKIE-USD,Cookie DAO,0.21905,29689371.4
COOKIE-USDC,Cookie DAO,0.21905,29689371.4
ROSE-USD,Oasis Network,0.02911,28879928.3
ROSE-USDC,Oasis Network,0.02911,28879928.3
USDC-EUR,USDC,0.8817,28630965.68
VOXEL-USDC,Voxies,0.0564,28187915.33
VOXEL-USD,Voxies,0.0564,28187915.33
IDEX-USDC,IDEX,0.0232,27985621.1
IDEX-USD,IDEX,0.0232,27985621.1
SPA-USDC,Sperax,0.015716,27582338.0
SPA-USD,Sperax,0.015716,27582338.0
VARA-USDC,Vara,0.0059,27547468.0
VARA-USD,Vara,0.0059,27547468.0
SHPING-USDC,SHPING,0.005764,24614739.0
SHPING-USD,SHPING,0.005764,24614739.0
ANKR-USDC,Ankr,0.01586,24522216.0
ANKR-USD,Ankr,0.01586,24522216.0
HBAR-USDT,Hedera,0.16657,23737984.7
PNUT-USDC,Peanut the Squirrel,0.2489,22475030.13
PNUT-USD,Peanut the Squirrel,0.2489,22475030.13
SUI-USDC,SUI,3.1841,22360960.8
SUI-USD,SUI,3.1841,22360960.8
NCT-USD,PolySwarm,0.0197,21412629.0
NCT-USDC,PolySwarm,0.0197,21412629.0
CELR-USDC,Celer Network,0.008,21312433.0
CELR-USD,Celer Network,0.008,21312433.0
REZ-USDC,Renzo,0.01065,20294206.0
REZ-USD,Renzo,0.01065,20294206.0
ARB-USDC,Arbitrum,0.3329,20290298.19
ARB-USD,Arbitrum,0.3329,20290298.19
COTI-USDC,COTI,0.0569,19364942.9
COTI-USD,COTI,0.0569,19364942.9
GODS-USD,Gods Unchained,0.1677,18370364.57
GODS-USDC,Gods Unchained,0.1677,18370364.57
SEI-USDC,Sei,0.1924,17921239.3
SEI-USD,Sei,0.1924,17921239.3
FET-USDC,Artificial Superintelligence Alliance,0.7416,17900807.8
FET-USD,Artificial Superintelligence Alliance,0.7416,17900807.8
OXT-USD,Orchid,0.0541,17731977.0
OXT-USDC,Orchid,0.0541,17731977.0
BLZ-USD,Bluzelle,0.0375,17169526.6
BLZ-USDC,Bluzelle,0.0375,17169526.6
SYRUP-USD,Maple Finance,0.3542,16862526.3
SYRUP-USDC,Maple Finance,0.3542,16862526.3
CRV-USD,Curve DAO Token,0.6608,16466376.05
CRV-USDC,Curve DAO Token,0.6608,16466376.05
DOGE-USDT,Dogecoin,0.1929,15689067.9
HONEY-USD,Hivemapper,0.025,15460665.0
HONEY-USDC,Hivemapper,0.025,15460665.0
VELO-USDC,Velodrome Finance,0.05172,14772005.7
VELO-USD,Velodrome Finance,0.05172,14772005.7
CLV-USDC,Clover Finance,0.0254,14007850.77
CLV-USD,Clover Finance,0.0254,14007850.77
WIF-USDC,dogwifhat,0.88,13637313.14
WIF-USD,dogwifhat,0.88,13637313.14
RARE-USDC,SuperRare,0.0541,13221195.9
RARE-USD,SuperRare,0.0541,13221195.9
AERO-USDC,Aerodrome Finance,0.51433,12303163.3
AERO-USD,Aerodrome Finance,0.51433,12303163.3
PYTH-USDC,Pyth Network,0.1126,12247608.5
PYTH-USD,Pyth Network,0.1126,12247608.5
HFT-USD,Hashflow,0.0572,11767968.02
HFT-USDC,Hashflow,0.0572,11767968.02
EDGE-USDC,Definitive,0.09417,11544773.3
EDGE-USD,Definitive,0.09417,11544773.3
LRC-USDC,Loopring,0.0851,11421727.235966
LRC-USD,Loopring,0.0851,11421727.235966
DOGE-EUR,Dogecoin,0.1703,10514613.8
AIOZ-USDC,AIOZ Network,0.3459,10473318.6
AIOZ-USD,AIOZ Network,0.3459,10473318.6
SAFE-USDC,Safe,0.5259,10247295.34
SAFE-USD,Safe,0.5259,10247295.34
ZK-USD,ZKsync,0.05229,9546433.6
ZK-USDC,ZKsync,0.05229,9546433.6
ASM-USDC,Assemble AI,0.01993,9086309.0
ASM-USD,Assemble AI,0.01993,9086309.0
KERNEL-USDC,KernelDAO,0.1504,8698553.99
KERNEL-USD,KernelDAO,0.1504,8698553.99
PROMPT-USDC,Wayfinder,0.17477,8474316.8
PROMPT-USD,Wayfinder,0.17477,8474316.8
QI-USD,BENQI,0.007409,7527948.0
QI-USDC,BENQI,0.007409,7527948.0
POND-USDC,Marlin,0.00938,7226262.0
POND-USD,Marlin,0.00938,7226262.0
TRU-USD,TrueFi,0.0347,7072197.6
TRU-USDC,TrueFi,0.0347,7072197.6
GMT-USD,STEPN,0.0489,7033930.79
GMT-USDC,STEPN,0.0489,7033930.79
DNT-USD,district0x,0.028,6999793.0
DNT-USDC,district0x,0.028,6999793.0
A8-USDC,Ancient8,0.1233,6996939.88
A8-USD,Ancient8,0.1233,6996939.88
LDO-USDC,Lido DAO Token,0.805,6759313.31
LDO-USD,Lido DAO Token,0.805,6759313.31
00-USD,00 Token,0.0172,6334778.01
00-USDC,00 Token,0.0172,6334778.01
BIGTIME-USDC,Big Time,0.06002,6251711.0
