Product-ID,Base-Name,Price,Price Percentage Change 24h,Volume 24h,Base Currency ID,Quote Currency ID
A8-USD,Ancient8,0.1626,26.14429790535299,22372082.77,A8,USD
A8-USDC,Ancient8,0.1626,26.14429790535299,22372082.77,A8,USDC
TRB-USDC,Tellor,56.27,14.36991869918699,436178.411,TRB,USDC
TRB-USD,Tellor,56.27,14.36991869918699,436178.411,TRB,USD
FIS-USDC,StaFi,0.1795,13.0352644836272,5560880.3,FIS,USDC
FIS-USD,StaFi,0.1795,13.0352644836272,5560880.3,FIS,USD
LCX-USD,LCX,0.1521,12.16814159292035,7038645.1,LCX,USD
LCX-USDC,LCX,0.1521,12.16814159292035,7038645.1,LCX,USDC
EIGEN-USD,EigenLayer,1.692,11.68316831683168,1380252.71,EIGEN,USD
EIGEN-USDC,EigenLayer,1.692,11.68316831683168,1380252.71,EIGEN,USDC
MASK-EUR,Mask Network,2.08,8.90052356020942,54654.66,MASK,EUR
ENS-USDT,Ethereum Name Service,24.98,8.42013888888889,2044.031,ENS,USDT
DRIFT-USDC,Drift Protocol,0.728,8.01186943620178,2219833.83,DRIFT,USDC
DRIFT-USD,Drift Protocol,0.728,8.01186943620178,2219833.83,DRIFT,USD
MASK-GBP,Mask Network,1.745,7.71604938271605,35881.64,MASK,GBP
LDO-USDC,Lido DAO Token,0.969,7.54716981132075,3404547.2,LDO,USDC
LDO-USD,Lido DAO Token,0.969,7.54716981132075,3404547.2,LDO,USD
DEXT-USD,DEXTools,0.3403,7.35015772870662,591591.8,DEXT,USD
DEXT-USDC,DEXTools,0.3403,7.35015772870662,591591.8,DEXT,USDC
ENS-EUR,Ethereum Name Service,21.77,6.97788697788698,2804.958,ENS,EUR
MASK-USDT,Mask Network,2.34,6.84931506849315,19929.71,MASK,USDT
UNI-BTC,Uniswap,0.0000663,6.59163987138264,15065.734905,UNI,BTC
ENS-USD,Ethereum Name Service,24.59,6.4963187527068,181538.488,ENS,USD
ENS-USDC,Ethereum Name Service,24.59,6.4963187527068,181538.488,ENS,USDC
MASK-USD,Mask Network,2.33,6.39269406392694,2006368.2,MASK,USD
MASK-USDC,Mask Network,2.33,6.39269406392694,2006368.2,MASK,USDC
MKR-BTC,Maker,0.01617,6.31163708086785,3.845349,MKR,BTC
UNI-EUR,Uniswap,6.36,5.82362728785358,240051.112,UNI,EUR
MKR-USD,Maker,1752.57,5.429159247317,1183.384518,MKR,USD
MKR-USDC,Maker,1752.57,5.429159247317,1183.384518,MKR,USDC
RONIN-USDC,Ronin,0.707,5.36512667660209,339820.98,RONIN,USDC
